left;top;width;height;transcription
[616, 252, 252, 617];[521, 525, 506, 503];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
584;462;103;14;24.112.896-1
[770, 725, 725, 771];[465, 465, 454, 453];-1;-1;GERAL
[770, 703, 704, 770];[480, 481, 468, 468];-1;-1;REGISTRO
[770, 728, 728, 770];[436, 437, 424, 424];-1;-1;NOME
504;398;263;16;CUNIO ROSARIA EZSIAS
[769, 708, 708, 769];[372, 372, 358, 358];-1;-1;FILIAÇÃO
589;331;173;14;BROLIO HIGOR YA
436;296;328;18;KOHATA NICOTRA ALLEONI
[770, 663, 662, 770];[272, 274, 262, 261];-1;-1;NATURALIDADE
629;227;137;15;ROCHEDO-MS
[768, 678, 678, 768];[207, 208, 196, 195];-1;-1;DOC ORIGEM
412;197;256;15;C.NAS=456 LV=279 FL=246
651;161;114;12;BITURUNA-PR
[766, 742, 742, 767];[140, 140, 128, 127];-1;-1;CPF
588;128;138;15;250.944.839-00
716;62;49;14;NH 67
[524, 336, 335, 524];[58, 60, 45, 42];-1;-1;LEI Nº7 116 DE 29/08/83
415;92;172;12;SACCO FILA PELUSSI
[523, 351, 352, 522];[72, 74, 86, 84];-1;-1;ASSINATURA DO DIRETOR
163;70;46;14;8 VIA
189;235;98;15;08/12/1967
[273, 123, 123, 273];[278, 279, 268, 266];-1;-1;DATA DE NASCIMENTO
190;465;96;14;21/06/1974
[384, 326, 327, 385];[486, 487, 473, 474];-1;-1;DATA DE
[384, 307, 308, 385];[458, 459, 474, 473];-1;-1;EXPEDIÇÃO
