left;top;width;height;transcription
[507, 504, 523, 524];[211, 581, 581, 209];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
476;149;15;116;08.247.410-2
[491, 489, 477, 476];[50, 123, 123, 48];-1;-1;REGISTRO
[461, 460, 473, 473];[50, 100, 99, 49];-1;-1;GERAL
[421, 419, 435, 434];[50, 95, 94, 50];-1;-1;NOME
430;129;20;318;SUMIYA HAUPTMAN FUNAGOSHI
381;129;14;188;DALIO NEITZKE POLL
[366, 366, 381, 380];[50, 118, 117, 50];-1;-1;FILIAÇÃO
326;68;15;311;ACCACIO TADANO GIROLINETO
298;128;12;78;OLIVEIRA
[275, 274, 289, 289];[52, 163, 163, 52];-1;-1;NATURALIDADE
258;51;18;305;SÃO PEDRO DE ALCÂNTARA-SC
[211, 210, 194, 194];[50, 148, 148, 50];-1;-1;DOC ORIGEM
[134, 133, 120, 120];[50, 79, 79, 50];-1;-1;CPF
202;166;18;160;BREJOLÂNDIA-BA
173;167;16;318;CMC= RIBAMAR FIQUENE-MA ,SEDE
146;166;15;220;C.NAS=308 LV=9 FL=81
121;89;14;135;886.796.455-08
[37, 34, 50, 51];[296, 493, 493, 296];-1;-1;LEI Nº7 116 DE 29/08/83
[59, 57, 70, 70];[304, 489, 488, 303];-1;-1;ASSINATURA DO DIRETOR
87;385;10;171;YAMASHIRO MACED LIVEA
[288, 286, 273, 273];[548, 712, 712, 546];-1;-1;DATA DE NASCIMENTO
475;501;15;98;03/05/1959
[458, 458, 475, 473];[416, 499, 499, 416];-1;-1;EXPEDIÇÃO
[489, 489, 475, 474];[416, 479, 478, 417];-1;-1;DATA DE
254;500;18;116;07/05/1964
