left;top;width;height;transcription
[284, 732, 733, 285];[98, 96, 118, 123];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
185;146;176;22;95.149.108-8
91;235;418;20;FABIANO MALCON MARABINI
92;318;283;18;VALILLO CASTELA TSAI
96;361;397;19;BATOCCIO CATAO TETZLAFF
94;442;229;18;CURRAL VELHO-PB
214;482;293;19;C.NAS=188 LV=70 FL=468
96;521;168;23;SÃO TOMÉ-RN
143;566;175;19;384.144.659-00
99;656;72;19;NH 01
[403, 632, 631, 402];[717, 716, 697, 697];-1;-1;LEI Nº7 116 DE 29/08/83
324;634;266;18;MURAYA DALTRO JACOBINI
[401, 615, 613, 402];[680, 678, 664, 665];-1;-1;ASSINATURA DO DIRETOR
[103, 137, 136, 104];[623, 623, 606, 607];-1;-1;CPF
[103, 230, 229, 102];[433, 431, 446, 447];-1;-1;NATURALIDADE
[100, 175, 175, 100];[304, 305, 320, 320];-1;-1;FILIAÇÃO
[98, 177, 177, 97];[163, 163, 176, 178];-1;-1;REGISTRO
[99, 152, 151, 95];[198, 198, 182, 182];-1;-1;GERAL
[99, 150, 150, 97];[220, 220, 235, 234];-1;-1;NOME
[570, 635, 635, 569];[160, 160, 176, 176];-1;-1;DATA DE
[572, 663, 660, 571];[196, 196, 177, 179];-1;-1;EXPEDIÇÃO
664;143;121;18;01/01/1951
674;438;116;18;23/07/1964
767;650;60;18;4 VIA
[104, 211, 211, 104];[518, 519, 535, 534];-1;-1;DOC ORIGEM
[705, 895, 895, 706];[430, 429, 443, 445];-1;-1;DATA DE NASCIMENTO
457;562;195;28;53573/2933
