left;top;width;height;transcription
[258, 730, 729, 255];[73, 70, 48, 55];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
171;88;134;16;56.831.533-9
[63, 150, 150, 61];[113, 112, 100, 99];-1;-1;REGISTRO
[63, 122, 121, 64];[131, 132, 116, 116];-1;-1;GERAL
[64, 118, 117, 64];[164, 164, 149, 151];-1;-1;NOME
[66, 145, 144, 63];[243, 242, 224, 227];-1;-1;FILIAÇÃO
68;234;408;22;VILEGAS KUROVSKI CARAPETO
67;276;397;19;VIECELLI CARMELITA FARNESI
[68, 204, 203, 65];[358, 358, 341, 343];-1;-1;NATURALIDADE
72;357;299;16;HETSUKO SANG SPADACIO
198;393;323;19;C.NAS=458 LV=209 FL=230
[67, 183, 182, 66];[436, 437, 422, 423];-1;-1;DOC ORIGEM
70;427;347;23;BRASILÂNDIA DE MINAS-MG
[67, 102, 102, 67];[501, 501, 518, 516];-1;-1;CPF
331;546;235;11;ECHAVARRIA RENTES HIROMITSU
72;551;62;18;NH 41
[375, 601, 600, 374];[568, 567, 582, 585];-1;-1;ASSINATURA DO DIRETOR
[376, 621, 621, 375];[618, 615, 598, 599];-1;-1;LEI Nº7 116 DE 29/08/83
681;353;106;16;09/05/1998
[909, 708, 708, 909];[336, 338, 354, 352];-1;-1;DATA DE NASCIMENTO
681;84;106;16;06/11/1972
[567, 636, 636, 568];[94, 93, 110, 110];-1;-1;DATA DE
[567, 668, 667, 566];[127, 127, 111, 111];-1;-1;EXPEDIÇÃO
790;548;55;16;9 VIA
70;160;467;20;LANDGRAFF BREVE SCHONWALD
