left;top;width;height;transcription
[523, 516, 497, 504];[233, 600, 599, 231];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
474;167;15;123;13.226.355-5
[488, 488, 476, 476];[80, 146, 146, 79];-1;-1;REGISTRO
[462, 461, 473, 474];[79, 125, 124, 80];-1;-1;GERAL
[444, 444, 431, 432];[79, 122, 121, 78];-1;-1;NOME
406;86;18;295;MIKARO CHOI BOTTEON
[379, 379, 364, 364];[78, 139, 139, 76];-1;-1;FILIAÇÃO
340;86;18;396;BERTANHA HONRUBIA ADELINA
308;85;18;253;ARUA WEGE HELTON
[280, 279, 267, 268];[76, 183, 182, 76];-1;-1;NATURALIDADE
245;82;15;149;VERA CRUZ-BA
210;182;16;295;C.NAS=422 LV=265 FL=206
[214, 214, 202, 201];[75, 166, 166, 75];-1;-1;DOC ORIGEM
180;83;20;149;ITARUMÃ-GO
146;123;15;149;564.206.873-30
[146, 145, 132, 133];[75, 101, 100, 75];-1;-1;CPF
82;82;16;61;NH 65
[81, 77, 65, 68];[316, 487, 487, 314];-1;-1;ASSINATURA DO DIRETOR
[53, 51, 35, 38];[313, 504, 503, 313];-1;-1;LEI Nº7 116 DE 29/08/83
76;641;16;52;3 VIA
235;562;23;134;31/10/1969
259;575;14;154;DATA DE NASCIMENTO
465;564;19;134;08/07/1992
470;467;14;58;DATA DE
454;467;15;78;EXPEDIÇÃO
