left;top;width;height;transcription
601;260;22;431;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
556;168;20;166;38.341.052-6
561;81;15;87;REGISTRO
545;81;15;55;GERAL
507;79;15;53;NOME
478;75;22;484;TAMMONE CAMPANHAO ODILON
424;79;17;80;FILIAÇÃO
353;73;19;300;FREDERICO EICHINGER
[317, 321, 304, 301];[78, 207, 208, 78];-1;-1;NATURALIDADE
271;73;20;271;CASTANHEIRAS-RO
[235, 236, 222, 220];[80, 191, 192, 79];-1;-1;DOC ORIGEM
231;189;20;363;C.NAS=180 LV=224 FL=216
188;75;23;118;NIPOÃ-SP
[151, 151, 137, 137];[79, 113, 112, 79];-1;-1;CPF
148;119;20;176;216.130.675-85
106;70;9;124;QUATRO PONTES-PR
65;143;16;61;NH 81
92;290;15;268;FUCCHI MICHELLI BACARIN
[74, 76, 60, 59];[355, 571, 571, 356];-1;-1;ASSINATURA DO DIRETOR
[41, 46, 24, 23];[361, 583, 582, 361];-1;-1;LEI Nº7 116 DE 29/08/83
66;725;23;60;4 VIA
275;633;18;122;17/08/2006
[322, 321, 306, 307];[661, 853, 853, 659];-1;-1;DATA DE NASCIMENTO
564;635;18;121;28/04/2001
[581, 582, 566, 566];[536, 607, 607, 536];-1;-1;DATA DE
[550, 549, 565, 565];[536, 632, 632, 536];-1;-1;EXPEDIÇÃO
146;421;24;177;29121/5053
