left;top;width;height;transcription
[757, 288, 288, 760];[598, 602, 583, 575];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
715;542;114;15;00.267.288-1
572;494;279;18;KIKUTI VLADIR CRUPPE
[897, 955, 957, 897];[499, 497, 483, 485];-1;-1;NOME
[953, 857, 856, 954];[548, 550, 535, 532];-1;-1;REGISTRO
[953, 890, 893, 954];[518, 519, 534, 532];-1;-1;GERAL
[953, 869, 869, 954];[424, 426, 409, 406];-1;-1;FILIAÇÃO
541;397;410;20;RUZA CHINZARIAN FIUMARO
[950, 812, 813, 951];[310, 311, 296, 294];-1;-1;NATURALIDADE
847;282;104;14;CONGO-PB
[951, 951, 829, 829, 954];[232, 232, 232, 219, 218];-1;-1;DOC ORIGEM
682;175;271;15;C.NAS=285 LV=199 FL=207
617;207;334;23;CMC= QUATIPURU-PA ,SEDE
406;99;292;15;GLAESSNER GOMES BELLOTI
[953, 915, 915, 953];[151, 152, 138, 137];-1;-1;CPF
816;117;135;14;819.346.482-64
229;293;98;15;25/07/2019
[324, 124, 123, 326];[318, 323, 305, 303];-1;-1;DATA DE NASCIMENTO
250;551;98;15;01/01/1953
[461, 384, 384, 464];[557, 557, 542, 541];-1;-1;DATA DE
[464, 355, 357, 462];[527, 527, 543, 543];-1;-1;EXPEDIÇÃO
[652, 391, 391, 647];[55, 55, 37, 34];-1;-1;LEI Nº7 116 DE 29/08/83
[637, 399, 399, 637];[81, 84, 66, 64];-1;-1;ASSINATURA DO DIRETOR
