left;top;width;height;transcription
[216, 582, 583, 216];[61, 72, 54, 44];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
130;77;138;18;80.168.355-5
[64, 130, 129, 61];[91, 93, 81, 80];-1;-1;REGISTRO
[63, 108, 107, 62];[106, 108, 96, 95];-1;-1;GERAL
[61, 104, 104, 61];[136, 137, 126, 125];-1;-1;NOME
51;142;321;20;MORA ROZILEY MINAMI
[60, 122, 122, 59];[204, 204, 190, 191];-1;-1;FILIAÇÃO
50;209;332;20;KITANO GALUZIO MOON
47;241;322;19;OSTERMAYER MIGLIORI
46;307;153;18;JACIARA-MT
[57, 164, 164, 57];[290, 293, 305, 302];-1;-1;NATURALIDADE
[56, 147, 146, 54];[368, 370, 357, 357];-1;-1;DOC ORIGEM
46;369;214;24;TRÊS PONTAS-MG
86;409;163;19;566.732.659-06
[54, 81, 81, 53];[438, 437, 426, 426];-1;-1;CPF
45;474;68;18;NH 39
[293, 481, 483, 292];[529, 534, 518, 515];-1;-1;LEI Nº7 116 DE 29/08/83
230;466;252;14;FRANCCO QUELUZ BELIZE
[294, 468, 467, 293];[499, 504, 491, 487];-1;-1;ASSINATURA DO DIRETOR
604;488;53;16;1 VIA
529;314;112;21;13/05/1985
[555, 707, 707, 554];[303, 308, 321, 317];-1;-1;DATA DE NASCIMENTO
533;88;121;18;29/07/1962
[452, 509, 509, 451];[89, 91, 103, 101];-1;-1;DATA DE
[452, 529, 530, 451];[118, 120, 105, 104];-1;-1;EXPEDIÇÃO
147;345;308;19;C.NAS=186 LV=465 FL=97
