left;top;width;height;transcription
[426, 423, 409, 412];[178, 460, 460, 176];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
381;114;12;93;09.583.507-6
331;55;12;232;RAIZER FEIJO MAHLMEISTER
[360, 360, 350, 350];[62, 94, 94, 62];-1;-1;NOME
[393, 393, 384, 385];[62, 111, 112, 62];-1;-1;REGISTRO
[383, 374, 373, 382];[62, 62, 97, 96];-1;-1;GERAL
282;55;12;250;HUDABA CHIQUETA NORBIATO
253;56;16;167;ZAIRA SONNINO RAN
[311, 310, 299, 299];[62, 110, 109, 62];-1;-1;FILIAÇÃO
[236, 235, 225, 226];[62, 144, 143, 61];-1;-1;NATURALIDADE
209;55;13;149;MANOEL EMÍDIO-PI
188;129;11;167;C.NAS=192 LV=27 FL=5
161;54;13;137;ÁGUA CLARA-MS
133;83;12;111;968.369.178-18
83;55;12;44;NH 97
[134, 133, 122, 124];[62, 82, 82, 61];-1;-1;CPF
[185, 184, 175, 175];[62, 130, 130, 62];-1;-1;DOC ORIGEM
96;196;9;134;VARIS MELANIE IRAHA
[81, 80, 89, 89];[242, 377, 374, 244];-1;-1;ASSINATURA DO DIRETOR
[57, 57, 69, 71, 57];[247, 389, 388, 242, 242];-1;-1;LEI Nº7 116 DE 29/08/83
82;481;12;37;1 VIA
207;421;12;80;19/10/2016
[233, 232, 222, 223];[444, 563, 562, 444];-1;-1;DATA DE NASCIMENTO
380;418;12;81;08/02/1993
[391, 391, 381, 381];[360, 402, 402, 360];-1;-1;DATA DE
[370, 370, 380, 381];[360, 420, 418, 359];-1;-1;EXPEDIÇÃO
