left;top;width;height;transcription
[374, 370, 382, 388];[170, 451, 450, 168];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
344;131;9;74;56.125.038-8
293;58;16;237;KUSHIMA CARESIA CAMPOLINA
[319, 317, 325, 327];[55, 84, 85, 55];-1;-1;NOME
[350, 349, 358, 359];[56, 107, 107, 54];-1;-1;REGISTRO
[339, 337, 347, 347];[56, 90, 89, 55];-1;-1;GERAL
[343, 343, 352, 353];[320, 367, 367, 321];-1;-1;DATA DE
[332, 331, 343, 343];[321, 382, 380, 320];-1;-1;EXPEDIÇÃO
340;391;9;61;05/12/2014
185;419;9;60;31/12/1984
[211, 209, 199, 200];[418, 536, 536, 418];-1;-1;DATA DE NASCIMENTO
[269, 267, 258, 259];[54, 104, 103, 53];-1;-1;FILIAÇÃO
244;57;9;166;BATISTONI REDLING RATAO
224;57;10;207;LABBATE POLLYANA DEGERING
[207, 205, 216, 218];[52, 133, 133, 53];-1;-1;NATURALIDADE
192;56;8;76;SABOEIRO-CE
[166, 165, 156, 156];[52, 120, 120, 52];-1;-1;DOC ORIGEM
137;55;12;188;C.NAS=355 LV=311 FL=2
118;53;11;62;TOMBOS-MG
[102, 103, 112, 112];[51, 72, 72, 50];-1;-1;CPF
61;54;9;75;960.777.049-89
[25, 22, 35, 38];[230, 380, 380, 230];-1;-1;LEI Nº7 116 DE 29/08/83
[47, 47, 57, 58];[241, 376, 376, 241];-1;-1;ASSINATURA DO DIRETOR
63;214;8;121;SALVO CLERICI KOESTER
[96, 95, 105, 104];[421, 476, 476, 419];-1;-1;PIS/PASEP
56;513;7;26;NH 88
