left;top;width;height;transcription
[53, 56, 71, 68];[480, 198, 198, 482];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
85;451;13;92;57.714.351-7
[86, 85, 96, 95];[596, 546, 545, 597];-1;-1;REGISTRO
[106, 107, 97, 97];[596, 562, 562, 597];-1;-1;GERAL
[127, 128, 120, 118];[597, 564, 566, 597];-1;-1;NOME
130;399;17;205;EVELIZE ZAPALA OLIVEIR
[178, 180, 168, 168];[598, 548, 550, 597];-1;-1;FILIAÇÃO
186;407;11;195;TAIZE MIGUITA BERTARINI
211;372;11;231;YWASAKI SASSE FOSSALUSSA
[243, 244, 254, 252];[596, 514, 515, 597];-1;-1;NATURALIDADE
258;522;12;80;UMIRIM-CE
279;330;12;197;C.NAS=35 LV=268 FL=253
[293, 295, 306, 304];[597, 527, 527, 597];-1;-1;DOC ORIGEM
307;517;11;89;ITAPIÚNA-CE
336;485;9;89;036.098.255-70
[345, 346, 356, 356];[597, 576, 577, 598];-1;-1;CPF
382;561;12;44;NH 93
375;264;9;200;CERCHIARO GEMAQUE SALZMAN
[398, 399, 390, 388];[414, 281, 281, 414];-1;-1;ASSINATURA DO DIRETOR
[420, 422, 409, 408];[416, 270, 270, 416];-1;-1;LEI Nº7 116 DE 29/08/83
386;145;11;35;5 VIA
260;168;11;69;16/01/1978
[246, 247, 257, 256];[216, 95, 96, 216];-1;-1;DATA DE NASCIMENTO
87;161;12;78;25/02/1985
[87, 88, 97, 98];[298, 257, 256, 298];-1;-1;DATA DE
[110, 108, 99, 99];[298, 238, 240, 299];-1;-1;EXPEDIÇÃO
