left;top;width;height;transcription
[768, 302, 299, 768];[668, 679, 655, 642];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
653;606;176;22;65.521.890-7
[955, 871, 871, 955];[607, 608, 594, 593];-1;-1;REGISTRO
[955, 896, 896, 955];[574, 574, 588, 588];-1;-1;GERAL
[954, 899, 901, 955];[538, 538, 554, 552];-1;-1;NOME
217;524;708;28;MUHRINGER SCHICHVARGER GRAEL
392;440;533;27;CIAMPONE KASSIA ARNOSTI
538;399;387;27;OLIARI BAGNARA SO
805;308;116;26;UBÁ-MG
400;274;395;23;C.NAS=485 LV=59 FL=242
701;229;220;28;CABREÚVA-SP
653;188;212;23;543.253.060-05
839;103;76;20;NH 82
[944, 910, 910, 945];[175, 176, 160, 158];-1;-1;CPF
[946, 831, 831, 947];[260, 263, 247, 244];-1;-1;DOC ORIGEM
[948, 813, 813, 950];[345, 347, 332, 328];-1;-1;NATURALIDADE
392;131;327;18;GREICY TAKITANE PAMELA
[639, 417, 420, 639];[103, 108, 124, 118];-1;-1;ASSINATURA DO DIRETOR
[639, 401, 401, 640];[65, 73, 92, 87];-1;-1;LEI Nº7 116 DE 29/08/83
151;119;68;19;4 VIA
181;325;141;20;24/09/1997
[317, 120, 120, 316];[362, 366, 350, 344];-1;-1;DATA DE NASCIMENTO
179;617;149;22;27/01/1987
[460, 392, 392, 461];[605, 606, 622, 620];-1;-1;DATA DE
[460, 362, 364, 461];[585, 587, 606, 605];-1;-1;EXPEDIÇÃO
[953, 873, 873, 954];[472, 473, 453, 452];-1;-1;FILIAÇÃO
