left;top;width;height;transcription
260;33;431;22;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
167;80;163;20;23.389.537-1
81;80;87;15;REGISTRO
81;96;55;15;GERAL
79;134;53;15;NOME
75;156;349;22;ABED LAPATE WELBER
79;215;80;17;FILIAÇÃO
72;284;302;19;AYUSSO REIFF JAROVS
[78, 207, 208, 78];[339, 335, 352, 355];-1;-1;NATURALIDADE
74;361;164;24;LUCÉLIA-SP
[80, 191, 192, 79];[421, 420, 434, 436];-1;-1;DOC ORIGEM
189;405;362;20;C.NAS=115 LV=238 FL=418
74;450;159;18;AGUANIL-MG
[79, 113, 112, 79];[505, 505, 519, 519];-1;-1;CPF
119;488;175;20;502.947.802-70
71;541;145;9;AMARAL FERRADOR-RS
143;575;64;16;NH 33
290;549;251;15;REINA QUILLES VELLOZO
[355, 571, 571, 356];[582, 580, 596, 597];-1;-1;ASSINATURA DO DIRETOR
[361, 583, 582, 361];[615, 610, 632, 633];-1;-1;LEI Nº7 116 DE 29/08/83
727;567;58;23;5 VIA
631;363;124;18;28/03/1985
[661, 853, 853, 659];[334, 335, 350, 349];-1;-1;DATA DE NASCIMENTO
635;74;124;18;23/11/2006
[536, 607, 607, 536];[75, 74, 90, 90];-1;-1;DATA DE
[536, 632, 632, 536];[106, 107, 91, 91];-1;-1;EXPEDIÇÃO
422;486;176;24;56852/9523
