left;top;width;height;transcription
295;602;464;23;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
633;572;165;21;20.352.861-1
862;574;87;17;REGISTRO
893;555;57;17;GERAL
896;508;55;18;NOME
870;447;81;20;FILIAÇÃO
671;416;272;26;OLIANI COLLETI
653;376;292;23;FRANCESCHET AN
815;331;136;19;NATURALIDADE
719;302;227;28;ARAMBARÉ-RS
835;244;115;17;DOC ORIGEM
919;152;35;19;CPF
712;152;188;20;966.692.216-90
538;521;336;19;ALAS BENATTO STARCK
596;219;352;19;C.NAS=261 LV=434 FL=236
743;191;205;17;CHARQUEADA-SP
[644, 424, 424, 645];[89, 86, 101, 102];-1;-1;ASSINATURA DO DIRETOR
[652, 406, 406, 652];[57, 56, 75, 76];-1;-1;LEI Nº7 116 DE 29/08/83
180;574;114;16;04/06/1989
[455, 377, 380, 455];[588, 587, 571, 572];-1;-1;DATA DE
[452, 354, 356, 455];[554, 555, 572, 571];-1;-1;EXPEDIÇÃO
[138, 334, 332, 136];[344, 343, 326, 328];-1;-1;DATA DE NASCIMENTO
188;303;106;16;26/12/1967
