left;top;width;height;transcription
[178, 460, 460, 176];[53, 56, 71, 68];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
115;85;92;17;60.457.155-0
[62, 112, 113, 61];[86, 85, 96, 95];-1;-1;REGISTRO
[62, 96, 96, 61];[106, 107, 97, 97];-1;-1;GERAL
[61, 94, 92, 61];[127, 128, 120, 118];-1;-1;NOME
54;130;230;17;FIKS TSUHA KOMATSUBARA
[60, 110, 108, 61];[178, 180, 168, 168];-1;-1;FILIAÇÃO
55;186;258;11;HULS GOLOVATY ZALANDAUSKAS
55;211;236;11;YUKIHARU DEUTSCH FALOTICO
[62, 144, 143, 61];[243, 244, 254, 252];-1;-1;NATURALIDADE
56;256;149;14;MATERLÂNDIA-MG
131;279;197;12;C.NAS=53 LV=130 FL=102
[61, 131, 131, 61];[293, 295, 306, 304];-1;-1;DOC ORIGEM
53;306;94;12;CUSTÓDIA-PE
84;336;89;9;839.175.906-70
[61, 82, 81, 60];[345, 346, 356, 356];-1;-1;CPF
53;382;43;12;NH 91
194;375;142;9;GUEVARA INONHE HSIN
[244, 377, 377, 244];[398, 399, 390, 388];-1;-1;ASSINATURA DO DIRETOR
[242, 388, 388, 242];[420, 422, 409, 408];-1;-1;LEI Nº7 116 DE 29/08/83
478;386;35;11;6 VIA
420;260;71;11;28/04/1995
[442, 563, 562, 442];[246, 247, 257, 256];-1;-1;DATA DE NASCIMENTO
419;82;77;17;28/10/2011
[360, 401, 402, 360];[87, 88, 97, 98];-1;-1;DATA DE
[360, 420, 418, 359];[110, 108, 99, 99];-1;-1;EXPEDIÇÃO
