left;top;width;height;transcription
[618, 612, 589, 594];[324, 794, 795, 321];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
509;226;19;359;SALVADORI DONADON VITA
419;122;20;379;OLAIO GARBELLINI MURRO
[520, 520, 504, 504];[121, 174, 174, 118];-1;-1;NOME
[582, 584, 569, 566];[700, 617, 617, 703];-1;-1;DATA DE
[547, 544, 565, 566];[620, 724, 724, 620];-1;-1;EXPEDIÇÃO
563;762;16;104;15/08/1960
[586, 585, 570, 571];[120, 213, 214, 120];-1;-1;REGISTRO
[552, 551, 566, 567];[120, 180, 180, 121];-1;-1;GERAL
[461, 461, 444, 443];[118, 201, 200, 119];-1;-1;FILIAÇÃO
[345, 343, 326, 327];[119, 257, 256, 117];-1;-1;NATURALIDADE
306;121;21;148;MARINGÁ-PR
[256, 255, 240, 240];[119, 245, 246, 118];-1;-1;DOC ORIGEM
[339, 337, 322, 323];[746, 958, 959, 746];-1;-1;DATA DE NASCIMENTO
298;773;15;104;15/12/1984
209;121;29;441;CMC= CRISTINÁPOLIS-SE ,SEDE
182;119;22;315;C.NAS=92 LV=387 FL=458
[150, 151, 169, 168];[115, 154, 157, 118];-1;-1;CPF
[98, 95, 78, 83];[424, 665, 663, 423];-1;-1;ASSINATURA DO DIRETOR
[65, 61, 44, 45];[432, 677, 678, 429];-1;-1;LEI Nº7 116 DE 29/08/83
566;240;19;139;40.194.697-6
