left;top;width;height;transcription
[374, 370, 382, 388];[170, 451, 450, 168];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
343;131;10;74;44.337.531-8
293;58;16;208;SIROTA HILSDORF FEITEIRA
[319, 317, 325, 327];[55, 84, 85, 55];-1;-1;NOME
[350, 349, 358, 359];[56, 107, 107, 54];-1;-1;REGISTRO
[339, 337, 347, 347];[56, 90, 89, 55];-1;-1;GERAL
[343, 343, 352, 353];[320, 367, 367, 321];-1;-1;DATA DE
[332, 331, 343, 343];[321, 382, 380, 320];-1;-1;EXPEDIÇÃO
340;392;9;60;25/01/1994
182;419;12;60;11/02/2017
[211, 209, 199, 200];[418, 536, 536, 418];-1;-1;DATA DE NASCIMENTO
[269, 267, 258, 259];[54, 104, 103, 53];-1;-1;FILIAÇÃO
244;56;11;154;LOIBEL ADALGISO LARRY
225;56;9;204;BARGUIL PESSOTO BENDAZOLI
[207, 205, 216, 218];[52, 133, 133, 53];-1;-1;NATURALIDADE
192;55;9;83;MATARACA-PB
[166, 165, 156, 156];[52, 120, 120, 52];-1;-1;DOC ORIGEM
137;55;12;206;C.NAS=351 LV=152 FL=406
121;52;8;71;FLEXEIRAS-AL
[102, 103, 112, 112];[51, 72, 72, 50];-1;-1;CPF
62;54;8;75;563.021.061-09
[25, 22, 35, 38];[230, 380, 380, 230];-1;-1;LEI Nº7 116 DE 29/08/83
[47, 47, 57, 58];[241, 376, 376, 241];-1;-1;ASSINATURA DO DIRETOR
63;214;7;127;REUBEN THUANNI GRIZZO
[96, 95, 105, 104];[421, 476, 476, 419];-1;-1;PIS/PASEP
57;513;6;27;NH 84
