left;top;width;height;transcription
[637, 624, 604, 614];[311, 782, 781, 308];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
566;359;18;137;08.324.331-8
[561, 556, 578, 580];[144, 332, 332, 142];-1;-1;REGISTRO GERAL
518;231;19;330;IMACULADA HANO OLAIO
[512, 513, 531, 529];[210, 142, 142, 210];-1;-1;NOME
[462, 461, 481, 483];[143, 241, 242, 141];-1;-1;FILIAÇÃO
428;246;17;183;IBEDI PONCZYK FORNI
[400, 395, 379, 382];[142, 311, 311, 138];-1;-1;NATURALIDADE
[372, 366, 382, 389, 372];[612, 851, 853, 610, 610];-1;-1;DATA DE NASCIMENTO
[550, 545, 566, 570];[633, 856, 857, 632];-1;-1;DATA DE EXPEDIÇÃO
[107, 101, 119, 123];[755, 981, 981, 755];-1;-1;É PROIBIDO PLASTIFICAR
[92, 86, 102, 106];[421, 653, 653, 421];-1;-1;ASSINATURA DO DIRETOR
[67, 61, 79, 85, 69];[416, 652, 653, 415, 414];-1;-1;LEI Nº7 116 DE 29/08/83
132;434;17;203;AGUIAR MERINI MASAAKI
[202, 201, 219, 219];[136, 186, 185, 138];-1;-1;CPF
157;137;19;115;ARAÇOIABA-PE
207;207;12;110;582.520.840-28
[302, 299, 316, 321];[140, 285, 285, 139];-1;-1;DOC ORIGEM
296;314;19;335;CMC= ASTOLFO DUTRA-MG ,SEDE
266;313;15;272;C.NAS=173 LV=117 FL=309
465;245;15;213;PAQUIELA MENEGUIN
552;857;14;96;06/06/2018
371;858;12;79;30/07/1974
384;314;16;77;ICAPUÍ-CE
