left;top;width;height;transcription
[620, 611, 590, 597];[279, 740, 739, 279];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[582, 581, 566, 567];[89, 175, 175, 88];-1;-1;REGISTRO
[550, 551, 565, 565];[88, 145, 143, 87];-1;-1;GERAL
558;183;18;146;80.015.934-2
495;151;19;181;SCATOLIN PAI
[495, 493, 508, 509];[89, 138, 138, 88];-1;-1;NOME
[430, 429, 449, 449];[86, 163, 162, 86];-1;-1;FILIAÇÃO
400;88;24;327;SOOMA BURGER UECHI
347;90;20;360;SALANI AYAO VINHANDO
[319, 316, 331, 335];[85, 217, 216, 84];-1;-1;NATURALIDADE
286;89;20;168;CHAVAL-CE
[248, 246, 232, 232];[82, 201, 201, 82];-1;-1;DOC ORIGEM
204;86;19;128;PORTO-PI
145;150;20;199;443.225.700-89
[145, 144, 161, 163];[80, 117, 117, 80];-1;-1;CPF
230;211;23;413;C.NAS=425 LV=118 FL=369
[79, 76, 93, 94];[395, 613, 613, 394];-1;-1;ASSINATURA DO DIRETOR
85;761;19;62;2 VIA
276;775;19;121;30/05/1991
[326, 322, 306, 309];[730, 922, 921, 729];-1;-1;DATA DE NASCIMENTO
547;780;18;116;27/09/1962
[561, 559, 574, 575];[575, 650, 650, 576];-1;-1;DATA DE
[544, 543, 559, 560];[576, 675, 675, 575];-1;-1;EXPEDIÇÃO
123;370;20;334;PETEAN BOURG SINATU
