left;top;width;height;transcription
[50, 59, 80, 73];[760, 299, 300, 760];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[88, 89, 104, 103];[950, 864, 864, 951];-1;-1;REGISTRO
[120, 119, 105, 105];[951, 894, 896, 952];-1;-1;GERAL
94;710;18;146;83.811.456-8
156;723;19;164;HEISE JULES
[175, 177, 162, 161];[950, 901, 901, 951];-1;-1;NOME
[240, 241, 221, 221];[953, 876, 877, 953];-1;-1;FILIAÇÃO
246;599;20;351;RUDA DULCINEIA YAKUW
297;594;27;356;ZAGHETTO SIRQUEIRA P
[351, 354, 339, 335];[954, 822, 823, 955];-1;-1;NATURALIDADE
364;746;20;204;ARAIOSES-MA
[422, 424, 438, 438];[957, 838, 838, 957];-1;-1;DOC ORIGEM
447;821;19;132;PAINS-MG
505;690;20;197;700.357.081-58
[525, 526, 509, 507];[959, 922, 922, 959];-1;-1;CPF
417;418;23;410;C.NAS=109 LV=366 FL=241
[591, 594, 577, 576];[644, 426, 426, 645];-1;-1;ASSINATURA DO DIRETOR
566;216;19;62;9 VIA
375;141;19;123;31/12/1982
[344, 348, 364, 361];[309, 117, 118, 310];-1;-1;DATA DE NASCIMENTO
105;142;18;117;09/03/1995
[109, 111, 96, 95];[464, 389, 389, 463];-1;-1;DATA DE
[126, 127, 111, 110];[463, 364, 364, 464];-1;-1;EXPEDIÇÃO
527;372;20;298;CINOTI MARIZA TAJIR
