left;top;width;height;transcription
[875, 326, 328, 878];[774, 766, 788, 796];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
794;712;188;24;53.061.648-8
[1104, 990, 992, 1106];[733, 729, 749, 751];-1;-1;REGISTRO
[1106, 1035, 1036, 1106];[712, 709, 730, 731];-1;-1;GERAL
376;659;632;28;RAYEMBERG UMEZAWA DALSAS
[1106, 1040, 1042, 1109];[666, 663, 686, 687];-1;-1;NOME
970;615;129;23;DUARTE
[1106, 1008, 1009, 1107];[564, 563, 583, 583];-1;-1;FILIAÇÃO
594;515;504;27;LUISIANA ODENILDO ORATI
710;466;394;24;BONORA HIRAKAWA MI
[1111, 945, 946, 1111];[419, 415, 437, 438];-1;-1;NATURALIDADE
831;371;271;24;BUERAREMA-BA
530;316;421;26;C.NAS=371 LV=55 FL=20
[1111, 966, 966, 1111];[319, 318, 338, 339];-1;-1;DOC ORIGEM
918;268;187;29;BAMBUÍ-MG
[1110, 1069, 1070, 1115];[215, 215, 237, 236];-1;-1;CPF
819;217;224;24;712.526.302-04
996;164;124;12;LUIZ ALVES-SC
[758, 484, 485, 760];[119, 114, 131, 137];-1;-1;ASSINATURA DO DIRETOR
[753, 469, 469, 754];[74, 70, 97, 97];-1;-1;LEI Nº7 116 DE 29/08/83
195;111;73;22;2 VIA
231;361;159;23;25/05/2000
[371, 126, 127, 371];[408, 403, 425, 428];-1;-1;DATA DE NASCIMENTO
235;706;149;22;27/05/1998
[525, 403, 402, 527];[706, 701, 724, 725];-1;-1;EXPEDIÇÃO
[527, 434, 435, 528];[746, 742, 724, 724];-1;-1;DATA DE
1019;120;87;23;NH 37
