left;top;width;height;transcription
[638, 638, 636, 616, 617];[279, 281, 746, 749, 278];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
582;201;16;133;15.874.420-2
[588, 587, 573, 573];[85, 168, 167, 83];-1;-1;REGISTRO
[556, 555, 569, 570];[83, 140, 140, 85];-1;-1;GERAL
543;174;15;293;DIEHL GRAZIANI REBOUCAS
[535, 535, 520, 521];[83, 136, 136, 83];-1;-1;NOME
505;99;16;96;ARAGAO
[459, 458, 441, 442];[85, 161, 161, 83];-1;-1;FILIAÇÃO
425;99;16;330;DAENE CLAUDIMAR RAVACHE
385;98;18;406;SUAREZ CHRISTOPHE RADIGUIERI
[340, 339, 326, 326];[83, 215, 215, 82];-1;-1;NATURALIDADE
308;98;18;199;JOSÉ BOITEUX-SC
267;222;15;272;C.NAS=324 LV=378 FL=445
[261, 260, 246, 247];[81, 195, 193, 82];-1;-1;DOC ORIGEM
228;99;15;249;NOVA ROMA DO SUL-RS
192;148;16;149;961.620.009-74
[181, 180, 166, 168];[80, 114, 114, 80];-1;-1;CPF
116;96;15;58;NH 78
129;302;12;218;ORTIN FRONCILLO MICHELI
[105, 105, 119, 119];[386, 606, 604, 386];-1;-1;ASSINATURA DO DIRETOR
[71, 70, 88, 89];[384, 623, 622, 383];-1;-1;LEI Nº7 116 DE 29/08/83
112;798;18;59;5 VIA
306;702;16;114;25/09/1984
[340, 339, 325, 324];[715, 913, 913, 714];-1;-1;DATA DE NASCIMENTO
581;705;15;104;11/04/2010
[588, 587, 572, 573];[581, 651, 650, 580];-1;-1;DATA DE
[568, 569, 555, 555];[581, 677, 677, 580];-1;-1;EXPEDIÇÃO
