left;top;width;height;transcription
[39, 45, 67, 59];[774, 312, 312, 777];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
74;734;20;136;31.321.673-3
[87, 88, 101, 100];[962, 877, 878, 962];-1;-1;REGISTRO
[118, 119, 105, 104];[963, 905, 906, 963];-1;-1;GERAL
[139, 139, 153, 153];[963, 909, 910, 964];-1;-1;NOME
152;523;18;449;GUERRINI SEMIRAMES KUDRJAWZEW
[213, 214, 231, 231];[964, 885, 886, 969];-1;-1;FILIAÇÃO
232;663;18;310;IVANHOE FANTATO SEIDI
269;649;18;323;PAGANO FABRIZIO GHEISA
[332, 334, 349, 347];[965, 830, 831, 965];-1;-1;NATURALIDADE
347;797;18;175;VALE REAL-RS
[410, 411, 426, 425];[965, 851, 851, 965];-1;-1;DOC ORIGEM
427;774;16;196;ARCEBURGO-MG
390;564;16;282;C.NAS=476 LV=86 FL=443
[341, 344, 358, 356];[336, 145, 145, 335];-1;-1;DATA DE NASCIMENTO
354;260;16;106;06/02/2014
81;250;21;114;30/07/1992
[92, 94, 107, 106];[470, 399, 399, 470];-1;-1;DATA DE
[124, 126, 109, 107];[470, 373, 374, 472];-1;-1;EXPEDIÇÃO
538;916;20;57;NH 37
[588, 591, 612, 608];[669, 430, 430, 671];-1;-1;LEI Nº7 116 DE 29/08/83
536;444;15;305;BELLINI FRANCISCATTI ZILET
[573, 577, 560, 556];[668, 450, 450, 667];-1;-1;ASSINATURA DO DIRETOR
551;216;15;50;7 VIA
[505, 507, 490, 489];[966, 931, 930, 966];-1;-1;CPF
