left;top;width;height;transcription
36;220;18;367;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
77;515;19;147;96.526.607-2
72;672;13;69;REGISTRO
86;693;14;47;GERAL
116;697;14;44;NOME
144;499;18;242;XIMENA ALGARVE M
181;678;15;62;FILIAÇÃO
281;634;14;106;NATURALIDADE
243;343;18;396;ARACKAWA RAYEMBERG LODO
303;588;23;152;DIONÍSIO-MG
347;649;13;92;DOC ORIGEM
371;582;22;158;XAMBIOÁ-TO
415;715;13;26;CPF
474;678;16;64;NH 46
407;568;14;133;549.613.502-81
342;393;14;249;C.NAS=113 LV=272 FL=362
[500, 501, 516, 516];[501, 310, 310, 501];-1;-1;LEI Nº7 116 DE 29/08/83
[283, 284, 295, 295];[241, 89, 89, 242];-1;-1;DATA DE NASCIMENTO
308;168;14;95;18/01/2015
474;140;14;43;8 VIA
457;372;10;161;CASTRAL PINEZZI POLEZEL
[487, 488, 476, 476];[500, 326, 327, 500];-1;-1;ASSINATURA DO DIRETOR
78;139;18;124;09/07/1965
72;290;14;60;DATA DE
86;272;14;79;EXPEDIÇÃO
405;292;25;148;11702/3367
