left;top;width;height;transcription
[668, 679, 655, 642];[280, 746, 749, 280];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
600;220;28;176;59.229.579-5
[607, 608, 594, 593];[93, 177, 177, 93];-1;-1;REGISTRO
[574, 574, 588, 588];[93, 152, 152, 93];-1;-1;GERAL
[538, 538, 554, 552];[94, 149, 147, 93];-1;-1;NOME
524;123;28;528;DALOIA SAKSIDA CRISTINO
440;123;27;499;COIFMAN EMILIO IKEHARA
399;124;27;548;PISSINATTI DEVECHI FATICHE
308;127;20;92;ITU-SP
274;253;23;414;C.NAS=490 LV=341 FL=476
229;128;22;212;MACHADO-MG
188;181;23;214;400.782.072-40
103;133;20;76;NH 74
[175, 176, 160, 158];[104, 138, 138, 103];-1;-1;CPF
[260, 263, 247, 244];[102, 217, 217, 101];-1;-1;DOC ORIGEM
[345, 347, 332, 328];[100, 235, 235, 98];-1;-1;NATURALIDADE
131;329;18;357;COTRIM PADVAISKAS MORISE
[103, 108, 124, 118];[409, 631, 628, 409];-1;-1;ASSINATURA DO DIRETOR
[65, 73, 92, 87];[409, 647, 647, 408];-1;-1;LEI Nº7 116 DE 29/08/83
119;831;19;66;5 VIA
325;727;20;141;10/05/1986
[362, 366, 350, 344];[731, 928, 928, 732];-1;-1;DATA DE NASCIMENTO
617;720;22;149;28/05/1994
[605, 606, 622, 620];[588, 656, 656, 587];-1;-1;DATA DE
[585, 587, 606, 605];[588, 686, 684, 587];-1;-1;EXPEDIÇÃO
[472, 473, 453, 452];[95, 175, 175, 94];-1;-1;FILIAÇÃO
