left;top;width;height;transcription
293;61;464;23;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
253;93;169;21;40.422.180-4
103;95;87;17;REGISTRO
102;114;57;17;GERAL
101;160;55;18;NOME
101;219;81;20;FILIAÇÃO
109;244;280;26;SOLARI SHAHINI
107;287;262;23;BATISTELA CRIS
101;336;136;19;NATURALIDADE
107;362;189;22;MORROS-MA
102;425;115;17;DOC ORIGEM
98;515;35;19;CPF
154;514;186;20;771.932.537-00
179;146;321;19;PERINE DONETTS GENE
104;448;351;19;C.NAS=217 LV=141 FL=307
103;478;212;16;JAGUARIBARA-CE
[408, 628, 628, 407];[597, 600, 585, 584];-1;-1;ASSINATURA DO DIRETOR
[400, 646, 646, 400];[629, 630, 611, 610];-1;-1;LEI Nº7 116 DE 29/08/83
760;96;112;16;10/09/2016
[597, 675, 672, 597];[98, 99, 115, 114];-1;-1;DATA DE
[600, 698, 696, 597];[132, 131, 114, 115];-1;-1;EXPEDIÇÃO
[914, 718, 720, 916];[342, 343, 360, 358];-1;-1;DATA DE NASCIMENTO
758;367;106;16;26/09/2010
