left;top;width;height;transcription
51;545;70;19;NH 18
[333, 557, 559, 333];[616, 610, 591, 596];-1;-1;LEI Nº7 116 DE 29/08/83
260;534;323;16;BOROVIK MATRANGOLO IFA
[332, 540, 540, 332];[578, 575, 558, 563];-1;-1;ASSINATURA DO DIRETOR
98;461;175;19;928.104.974-00
[54, 86, 86, 54];[511, 509, 493, 496];-1;-1;CPF
49;411;197;28;GUAXUPÉ-MG
[53, 159, 160, 53];[410, 405, 420, 425];-1;-1;DOC ORIGEM
163;369;362;20;C.NAS=110 LV=294 FL=223
48;330;296;20;MANOEL URBANO-AC
[52, 177, 177, 50];[326, 323, 336, 339];-1;-1;NATURALIDADE
42;243;503;24;GRANDA GIANGIULIO PETRUCI
44;199;473;26;NAN PIACENTI SCAMPARINI
46;124;436;22;PEDRUZZI BRINO SCHIFFERLI
136;45;146;18;98.206.508-5
604;36;133;19;08/07/1967
709;535;57;18;1 VIA
610;322;122;19;18/02/1973
[49, 124, 123, 50];[202, 200, 215, 218];-1;-1;FILIAÇÃO
[47, 99, 97, 46];[121, 119, 134, 135];-1;-1;NOME
[47, 102, 101, 47];[100, 98, 84, 85];-1;-1;GERAL
[48, 127, 128, 47];[65, 64, 78, 80];-1;-1;REGISTRO
[220, 650, 649, 221];[34, 28, 9, 17];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[637, 815, 815, 637];[319, 314, 328, 333];-1;-1;DATA DE NASCIMENTO
[506, 597, 597, 503];[91, 89, 71, 76];-1;-1;EXPEDIÇÃO
[504, 573, 573, 505];[57, 55, 70, 71];-1;-1;DATA DE
