left;top;width;height;transcription
[178, 460, 460, 176];[49, 52, 66, 63];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
114;82;93;12;09.583.507-6
55;132;232;12;RAIZER FEIJO MAHLMEISTER
[62, 94, 94, 62];[115, 115, 125, 125];-1;-1;NOME
[62, 111, 112, 62];[82, 82, 91, 90];-1;-1;REGISTRO
[62, 62, 97, 96];[92, 101, 102, 93];-1;-1;GERAL
55;181;250;12;HUDABA CHIQUETA NORBIATO
56;206;167;16;ZAIRA SONNINO RAN
[62, 110, 109, 62];[164, 165, 176, 176];-1;-1;FILIAÇÃO
[62, 144, 143, 61];[239, 240, 250, 249];-1;-1;NATURALIDADE
55;253;149;13;MANOEL EMÍDIO-PI
129;276;167;11;C.NAS=192 LV=27 FL=5
54;301;137;13;ÁGUA CLARA-MS
83;330;111;12;968.369.178-18
55;380;44;12;NH 97
[62, 82, 82, 61];[341, 342, 353, 351];-1;-1;CPF
[62, 130, 130, 62];[290, 291, 300, 300];-1;-1;DOC ORIGEM
196;370;134;9;VARIS MELANIE IRAHA
[242, 377, 374, 244];[394, 395, 386, 386];-1;-1;ASSINATURA DO DIRETOR
[247, 389, 388, 242, 242];[418, 418, 406, 404, 418];-1;-1;LEI Nº7 116 DE 29/08/83
481;381;37;12;1 VIA
421;256;80;12;19/10/2016
[444, 563, 562, 444];[242, 243, 253, 252];-1;-1;DATA DE NASCIMENTO
418;83;81;12;08/02/1993
[360, 402, 402, 360];[84, 84, 94, 94];-1;-1;DATA DE
[360, 420, 418, 359];[105, 105, 95, 94];-1;-1;EXPEDIÇÃO
