left;top;width;height;transcription
[268, 737, 737, 265];[39, 35, 54, 62];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
196;80;116;15;63.641.133-3
174;125;281;18;MARJA DAIAN SCARPIM
[128, 70, 68, 128];[138, 140, 154, 152];-1;-1;NOME
[72, 168, 169, 71];[89, 87, 102, 105];-1;-1;REGISTRO
[72, 135, 132, 71];[119, 118, 103, 105];-1;-1;GERAL
[72, 156, 156, 71];[213, 211, 228, 231];-1;-1;FILIAÇÃO
74;220;311;20;KERLY SHINITI BATTE
[75, 213, 212, 74];[327, 326, 341, 343];-1;-1;NATURALIDADE
74;341;175;14;PATO BRANCO-PR
[74, 74, 196, 196, 71];[405, 405, 405, 418, 419];-1;-1;DOC ORIGEM
72;447;260;15;C.NAS=225 LV=232 FL=60
74;402;396;28;CMC= JÚLIO MESQUITA-SP ,SEDE
327;522;307;16;PESCE ANDREATTA HERNANDE
[72, 110, 110, 72];[486, 485, 499, 500];-1;-1;CPF
74;506;135;14;274.294.370-60
699;329;97;15;11/04/1999
[701, 901, 902, 699];[319, 314, 332, 334];-1;-1;DATA DE NASCIMENTO
677;66;99;20;03/04/1976
[564, 641, 641, 561];[80, 80, 95, 96];-1;-1;DATA DE
[561, 670, 668, 563];[110, 110, 94, 94];-1;-1;EXPEDIÇÃO
[373, 634, 634, 378];[582, 582, 600, 603];-1;-1;LEI Nº7 116 DE 29/08/83
[388, 626, 626, 388];[556, 553, 571, 573];-1;-1;ASSINATURA DO DIRETOR
