left;top;width;height;transcription
[302, 758, 758, 304];[82, 89, 68, 62];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
237;103;136;18;46.255.211-1
[114, 207, 207, 114];[112, 114, 99, 98];-1;-1;REGISTRO
[113, 175, 175, 114];[129, 129, 114, 113];-1;-1;GERAL
[113, 167, 167, 111];[164, 164, 150, 149];-1;-1;NOME
114;179;366;20;PIMENTA BERNINI DEGAN
[112, 197, 197, 112];[241, 243, 228, 225];-1;-1;FILIAÇÃO
115;255;317;20;BRIZZI PELICANO OUKI
113;289;408;27;JIQUIRICA MOSCHIN VIZONA
[111, 251, 251, 111];[356, 359, 343, 341];-1;-1;NATURALIDADE
112;372;180;19;JANGADA-MT
[111, 232, 232, 110];[435, 437, 420, 419];-1;-1;DOC ORIGEM
114;449;388;22;C.NAS=184 LV=251 FL=489
[112, 149, 150, 110];[515, 515, 499, 499];-1;-1;CPF
104;533;164;13;SÃO BERNARDINO-SC
187;490;163;20;837.948.650-14
[405, 636, 636, 406];[593, 595, 580, 577];-1;-1;ASSINATURA DO DIRETOR
[409, 650, 650, 410];[625, 629, 608, 607];-1;-1;LEI Nº7 116 DE 29/08/83
755;574;61;16;NH 81
[599, 671, 670, 596, 596];[120, 121, 105, 105, 119];-1;-1;DATA DE
[595, 695, 695, 594];[134, 136, 119, 120];-1;-1;EXPEDIÇÃO
731;106;114;21;06/04/1980
755;382;114;16;05/02/1989
[730, 932, 931, 730];[366, 367, 352, 350];-1;-1;DATA DE NASCIMENTO
