left;top;width;height;transcription
[577, 573, 594, 598];[275, 736, 736, 275];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
534;254;16;125;53.217.319-3
[522, 522, 540, 539];[86, 145, 143, 82];-1;-1;GERAL
454;168;18;384;SCHAEFFNER CRIPPA RENNYO
[468, 468, 481, 483];[83, 140, 137, 84];-1;-1;NOME
409;81;17;86;FILIAÇÃO
293;83;18;138;NATURALIDADE
204;83;18;120;DOC ORIGEM
118;83;16;37;CPF
540;85;15;94;REGISTRO
536;569;17;77;DATA DE
520;570;17;105;EXPEDIÇÃO
66;118;18;100;ITABI-SE
[55, 55, 71, 71];[378, 614, 613, 377];-1;-1;ASSINATURA DO DIRETOR
[26, 25, 43, 45];[388, 625, 623, 389];-1;-1;LEI Nº7 116 DE 29/08/83
95;554;11;163;MERLO SEITO LILIANE
249;750;24;168;04/02/1992
288;707;17;201;DATA DE NASCIMENTO
526;720;23;152;25/04/1994
372;154;20;321;DANDREA JUSCILYNNE
332;153;23;310;ADZGAUSKAS ARCE
255;153;20;123;LAJE-BA
212;269;24;423;CMC= CAFARNAUM-BA ,SEDE
176;143;20;362;C.NAS=290 LV=210 FL=260
