left;top;width;height;transcription
[426, 423, 409, 412];[178, 460, 460, 176];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
381;114;12;94;94.489.063-5
331;55;12;213;ALBACETE JACQ GUNNAR
[360, 360, 350, 350];[62, 94, 94, 62];-1;-1;NOME
[393, 393, 384, 385];[62, 111, 112, 62];-1;-1;REGISTRO
[383, 374, 373, 382];[62, 62, 97, 96];-1;-1;GERAL
277;55;17;197;MARSOLA STACY NOEMI
253;56;16;209;SHIKATA PETTINE HAMUD
[311, 310, 299, 299];[62, 110, 109, 62];-1;-1;FILIAÇÃO
[236, 235, 225, 226];[62, 144, 143, 61];-1;-1;NATURALIDADE
208;55;17;185;RIO DA CONCEIÇÃO-TO
188;129;11;183;C.NAS=154 LV=10 FL=306
161;54;12;115;SERRANIA-MG
133;83;12;111;025.420.345-08
83;55;12;44;NH 17
[134, 133, 122, 124];[62, 82, 82, 61];-1;-1;CPF
[185, 184, 175, 175];[62, 130, 130, 62];-1;-1;DOC ORIGEM
96;196;9;170;WILLIANS NATASKA CADIMA
[81, 80, 89, 89];[242, 377, 374, 244];-1;-1;ASSINATURA DO DIRETOR
[57, 57, 69, 71, 57];[247, 389, 388, 242, 242];-1;-1;LEI Nº7 116 DE 29/08/83
82;480;12;38;2 VIA
207;420;12;81;04/01/1996
[233, 232, 222, 223];[444, 563, 562, 444];-1;-1;DATA DE NASCIMENTO
380;418;12;81;20/10/1972
[391, 391, 381, 381];[360, 402, 402, 360];-1;-1;DATA DE
[370, 370, 380, 381];[360, 420, 418, 359];-1;-1;EXPEDIÇÃO
