left;top;width;height;transcription
[234, 631, 631, 232];[21, 29, 50, 43];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
150;70;125;16;55.477.549-9
[64, 140, 140, 63];[64, 66, 79, 78];-1;-1;REGISTRO
[64, 115, 115, 64];[94, 95, 82, 82];-1;-1;GERAL
[63, 113, 111, 63];[113, 113, 127, 126];-1;-1;NOME
63;130;435;23;MANCUSO SCHAPIRA DELARMELINO
[63, 133, 133, 63];[183, 184, 201, 198];-1;-1;FILIAÇÃO
58;204;331;18;ANTONELO FADIL TESOLIN
56;246;263;16;CURTI BUI BRASILIENSE
[59, 183, 182, 59];[290, 292, 307, 304];-1;-1;NATURALIDADE
57;318;167;15;MONTE AZUL-MG
[60, 162, 162, 59];[364, 365, 379, 378];-1;-1;DOC ORIGEM
168;355;244;19;C.NAS=12 LV=464 FL=172
51;391;148;15;ARAPOEMA-TO
96;428;135;14;692.694.518-79
[53, 86, 82, 50];[438, 439, 452, 451];-1;-1;CPF
42;501;52;14;NH 87
[324, 535, 534, 324];[526, 527, 542, 544];-1;-1;LEI Nº7 116 DE 29/08/83
290;480;161;8;TSENG SALCIOTTO RABELLO
[328, 518, 518, 325];[499, 499, 511, 512];-1;-1;ASSINATURA DO DIRETOR
579;321;89;14;01/04/1956
[611, 776, 775, 610];[295, 296, 309, 308];-1;-1;DATA DE NASCIMENTO
582;76;95;15;14/09/1973
[495, 575, 575, 495];[89, 89, 104, 104];-1;-1;EXPEDIÇÃO
[495, 552, 552, 495];[74, 74, 86, 87];-1;-1;DATA DE
666;498;46;14;6 VIA
