left;top;width;height;transcription
[36, 38, 53, 51];[326, 519, 518, 325];-1;-1;LEI Nº7 116 DE 29/08/83
[66, 67, 79, 77];[324, 501, 501, 324];-1;-1;ASSINATURA DO DIRETOR
82;262;17;287;KOLIKAUSKAS UYHARA PANONTINI
67;641;15;49;9 VIA
59;80;16;64;NH 63
[119, 120, 133, 131];[80, 107, 106, 80];-1;-1;CPF
126;122;16;136;163.120.703-28
160;82;19;199;SÃO FRANCISCO-PB
[186, 189, 202, 201];[81, 173, 172, 79];-1;-1;DOC ORIGEM
196;180;16;279;C.NAS=183 LV=55 FL=311
227;80;19;220;TELÊMACO BORBA-PR
[253, 255, 267, 266];[77, 188, 188, 78];-1;-1;NATURALIDADE
293;79;15;234;SHONO HARUO FROTA
[258, 260, 273, 270];[577, 730, 730, 578];-1;-1;DATA DE NASCIMENTO
232;561;15;94;14/01/2001
322;74;20;332;ZUCCOLOTTO DARAHEM NONINO
[352, 352, 368, 367];[77, 142, 141, 78];-1;-1;FILIAÇÃO
394;75;16;342;MAGNO FRANCISLAINE SERIO
[419, 419, 433, 431];[77, 122, 121, 76];-1;-1;NOME
[448, 449, 462, 460];[77, 124, 123, 77];-1;-1;GERAL
[476, 477, 464, 463];[78, 144, 144, 77];-1;-1;REGISTRO
462;158;16;135;68.828.249-0
[503, 504, 519, 517];[233, 600, 599, 233];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
466;556;16;114;06/07/2005
[452, 454, 467, 467];[465, 544, 544, 466];-1;-1;EXPEDIÇÃO
[481, 480, 467, 468];[466, 525, 525, 465];-1;-1;DATA DE
