left;top;width;height;transcription
[778, 296, 297, 780];[635, 628, 606, 610];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[979, 890, 892, 980];[590, 588, 573, 574];-1;-1;REGISTRO
[980, 918, 920, 980];[556, 554, 571, 571];-1;-1;GERAL
730;581;138;19;47.563.853-0
[980, 924, 925, 981];[538, 535, 519, 522];-1;-1;NOME
611;500;358;19;MINAYANA JACOM ABBAD
[979, 901, 901, 981];[458, 456, 439, 441];-1;-1;FILIAÇÃO
516;420;454;19;FRANCESCHINI YOLANDA GILVANA
658;379;307;19;NEIRE ELITA KONIGAME
[982, 844, 844, 983];[338, 335, 321, 323];-1;-1;NATURALIDADE
768;305;202;23;PILÕEZINHOS-PB
509;264;335;21;CMC= MATINHOS-PR ,SEDE
862;230;109;16;PEQUI-MG
[981, 867, 867, 982];[257, 256, 242, 244];-1;-1;DOC ORIGEM
746;185;175;19;358.358.296-98
[983, 949, 950, 984];[177, 175, 158, 160];-1;-1;CPF
904;108;70;19;NH 38
519;108;232;12;MALPELI PIPPA BAGNATORI
[668, 442, 443, 667];[86, 83, 97, 100];-1;-1;ASSINATURA DO DIRETOR
[669, 424, 424, 671];[70, 66, 48, 50];-1;-1;LEI Nº7 116 DE 29/08/83
190;102;58;18;5 VIA
237;301;114;18;11/02/2002
[332, 130, 131, 334];[331, 329, 311, 317];-1;-1;DATA DE NASCIMENTO
223;578;123;19;15/09/1976
[473, 400, 401, 472];[584, 583, 567, 569];-1;-1;DATA DE
[471, 373, 374, 472];[550, 549, 566, 569];-1;-1;EXPEDIÇÃO
