left;top;width;height;transcription
[62, 76, 93, 81];[737, 278, 277, 738];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
103;681;20;155;01.143.015-1
[99, 99, 114, 113];[946, 861, 861, 947];-1;-1;REGISTRO
[130, 132, 117, 116];[946, 886, 890, 946];-1;-1;GERAL
[148, 151, 167, 163];[949, 894, 895, 948];-1;-1;NOME
178;389;26;547;ANCELLONI NUBIA TERAMOTO
[225, 228, 244, 243];[949, 869, 870, 949];-1;-1;FILIAÇÃO
255;466;26;469;VARJAO BEHLAU PETITTO
290;473;29;464;EVORA CARMES HELFRICH
[341, 346, 361, 357];[952, 816, 815, 949];-1;-1;NATURALIDADE
[420, 421, 438, 435];[951, 837, 837, 951];-1;-1;DOC ORIGEM
[498, 500, 516, 514];[949, 917, 918, 951];-1;-1;CPF
558;866;19;72;NH 71
481;691;20;200;031.149.340-80
441;725;20;214;ERNESTINA-RS
358;742;29;193;LAGOÃO-RS
[610, 618, 636, 629];[628, 392, 393, 632];-1;-1;LEI Nº7 116 DE 29/08/83
560;387;14;283;PELICER ADEMAR TAMBORIM
[594, 603, 586, 580];[630, 413, 414, 628];-1;-1;ASSINATURA DO DIRETOR
579;179;18;59;2 VIA
380;194;20;138;24/03/1991
[360, 366, 381, 375];[322, 126, 128, 322];-1;-1;DATA DE NASCIMENTO
403;394;24;419;C.NAS=485 LV=372 FL=155
[113, 110, 125, 128];[382, 456, 456, 384];-1;-1;DATA DE
[143, 147, 128, 125];[456, 360, 360, 456];-1;-1;EXPEDIÇÃO
115;198;20;137;15/11/1991
