left;top;width;height;transcription
[73, 80, 102, 98];[778, 296, 297, 780];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[118, 120, 135, 134];[979, 890, 892, 980];-1;-1;REGISTRO
[152, 154, 137, 137];[980, 918, 920, 980];-1;-1;GERAL
108;730;18;138;43.798.814-4
[170, 173, 189, 186];[980, 924, 925, 981];-1;-1;NOME
189;511;19;458;BENEDUCCI CAVALARI DEBORAH
[250, 252, 269, 267];[979, 901, 901, 981];-1;-1;FILIAÇÃO
269;588;19;382;BENADUCCI BONFADINI LIDIO
310;535;19;430;BATAGLIA FRAGIACOMO GOVONI
[370, 373, 387, 385];[982, 844, 844, 983];-1;-1;NATURALIDADE
385;832;18;139;IPIXUNA-AM
418;511;27;333;CMC= ALEXÂNIA-GO ,SEDE
462;844;16;127;IBIPEBA-BA
[451, 452, 466, 464];[981, 867, 867, 982];-1;-1;DOC ORIGEM
504;746;19;176;450.742.565-42
[531, 533, 550, 548];[983, 949, 950, 984];-1;-1;CPF
581;904;19;70;NH 62
588;583;12;168;IWAI RUSILO RUZON
[622, 625, 611, 608];[668, 442, 443, 667];-1;-1;ASSINATURA DO DIRETOR
[638, 642, 660, 658];[669, 424, 424, 671];-1;-1;LEI Nº7 116 DE 29/08/83
588;190;18;58;5 VIA
389;237;18;116;22/04/2010
[377, 379, 397, 391];[332, 130, 131, 334];-1;-1;DATA DE NASCIMENTO
111;224;19;122;17/11/1957
[124, 125, 141, 139];[473, 400, 401, 472];-1;-1;DATA DE
[158, 159, 142, 139];[471, 373, 374, 472];-1;-1;EXPEDIÇÃO
