left;top;width;height;transcription
[317, 510, 510, 315];[523, 527, 511, 507];-1;-1;LEI Nº7 116 DE 29/08/83
253;464;189;12;OMODEI CLODINE HIRAI
127;421;149;16;617.052.927-04
85;387;126;15;PAVUSSU-PI
[76, 76, 104, 104];[438, 426, 426, 439];-1;-1;CPF
184;355;349;19;C.NAS=248 LV=228 FL=481
[78, 168, 169, 77];[370, 370, 358, 357];-1;-1;DOC ORIGEM
87;322;159;16;EXTREMOZ-RN
[77, 187, 188, 76];[302, 304, 292, 290];-1;-1;NATURALIDADE
83;256;421;18;CASTANHA NEDELCIU TAKACURA
86;222;354;18;CRISTALINO HAYSSAM FAGGI
[83, 145, 145, 80, 80];[204, 204, 190, 191, 205];-1;-1;FILIAÇÃO
88;156;423;18;TOISHIKAWA LEARDINI MARCOLIN
[80, 126, 124, 80];[137, 139, 125, 124];-1;-1;NOME
[80, 129, 129, 83];[109, 109, 97, 97];-1;-1;GERAL
[82, 151, 151, 82];[91, 94, 79, 79];-1;-1;REGISTRO
168;89;136;18;70.627.987-6
570;94;114;18;16/05/1957
568;328;114;18;16/02/1958
[585, 744, 742, 584];[310, 313, 298, 297];-1;-1;DATA DE NASCIMENTO
[236, 608, 608, 235];[57, 63, 46, 40];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[478, 555, 555, 477];[115, 116, 100, 99];-1;-1;EXPEDIÇÃO
[477, 534, 532, 475];[85, 86, 99, 98];-1;-1;DATA DE
648;493;51;16;1 VIA
80;486;60;16;NH 19
314;482;186;15;ASSINATURA DO DIRETOR
