left;top;width;height;transcription
[737, 278, 277, 738];[616, 602, 585, 597];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
678;555;158;20;87.360.376-6
[946, 861, 861, 947];[579, 579, 564, 565];-1;-1;REGISTRO
[946, 886, 890, 946];[548, 546, 561, 562];-1;-1;GERAL
[949, 894, 895, 948];[530, 527, 511, 515];-1;-1;NOME
393;474;542;26;SIRCILLI MAIMONE LEOPOLDO
[949, 869, 870, 949];[453, 450, 434, 435];-1;-1;FILIAÇÃO
584;397;352;26;TAMAKI IDO BYRRO
467;359;472;29;TAHIANA BONIFACI MILIANI
[952, 816, 815, 949];[337, 332, 317, 321];-1;-1;NATURALIDADE
[951, 837, 837, 951];[258, 257, 240, 243];-1;-1;DOC ORIGEM
[949, 917, 918, 951];[180, 178, 162, 164];-1;-1;CPF
863;101;75;19;NH 68
691;177;199;20;583.411.041-05
700;217;239;26;NOVA UNIÃO-MG
789;291;146;29;IVATÉ-PR
[628, 392, 393, 632];[68, 60, 42, 49];-1;-1;LEI Nº7 116 DE 29/08/83
371;104;299;14;CAVAZZA MOURANI HENSCHEL
[630, 413, 414, 628];[84, 75, 92, 98];-1;-1;ASSINATURA DO DIRETOR
179;81;58;18;3 VIA
191;278;140;20;19/12/1984
[322, 126, 128, 322];[318, 312, 297, 303];-1;-1;DATA DE NASCIMENTO
448;251;365;24;C.NAS=4 LV=47 FL=194
[382, 456, 456, 384];[565, 568, 553, 550];-1;-1;DATA DE
[456, 360, 360, 456];[535, 531, 550, 553];-1;-1;EXPEDIÇÃO
194;543;141;20;15/05/1992
