left;top;width;height;transcription
[532, 521, 539, 549];[216, 582, 583, 216];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
498;132;18;135;73.663.430-7
[502, 500, 512, 513];[64, 130, 129, 61];-1;-1;REGISTRO
[487, 485, 497, 498];[63, 108, 107, 62];-1;-1;GERAL
[457, 456, 467, 468];[61, 104, 104, 61];-1;-1;NOME
431;51;20;326;MELFI LORENZETI XIELI
[389, 389, 403, 402];[60, 122, 122, 59];-1;-1;FILIAÇÃO
363;49;21;372;ANTIQUEIRA SAIGO BOGGI
333;48;19;328;MAGATON HUEI ODNICK
268;47;18;188;ITAPEMIRIM-ES
[303, 300, 288, 291];[57, 164, 164, 57];-1;-1;NATURALIDADE
[225, 223, 236, 236];[56, 147, 146, 54];-1;-1;DOC ORIGEM
200;45;22;93;IEPÊ-SP
165;85;19;163;606.867.867-93
[155, 156, 167, 167];[54, 81, 81, 53];-1;-1;CPF
101;45;18;68;NH 13
[64, 59, 75, 78];[293, 481, 483, 292];-1;-1;LEI Nº7 116 DE 29/08/83
113;230;14;225;SEGURADO BRAGA OKI
[94, 89, 102, 106];[294, 468, 467, 293];-1;-1;ASSINATURA DO DIRETOR
89;602;16;55;9 VIA
258;527;21;114;25/09/1988
[290, 285, 272, 276];[555, 707, 707, 554];-1;-1;DATA DE NASCIMENTO
487;533;18;116;24/02/1958
[504, 502, 490, 492];[452, 509, 509, 451];-1;-1;DATA DE
[475, 473, 488, 489];[452, 529, 530, 451];-1;-1;EXPEDIÇÃO
229;147;19;309;C.NAS=97 LV=437 FL=299
