left;top;width;height;transcription
[61, 63, 41, 38];[741, 276, 276, 742];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[103, 104, 91, 91];[934, 850, 851, 935];-1;-1;REGISTRO
[122, 122, 109, 109];[934, 878, 879, 935];-1;-1;GERAL
[156, 157, 142, 143];[933, 882, 882, 934];-1;-1;NOME
94;695;16;125;84.398.214-7
96;207;16;114;04/08/1983
[124, 124, 107, 108];[441, 347, 347, 442];-1;-1;EXPEDIÇÃO
[91, 91, 106, 105];[442, 375, 376, 442];-1;-1;DATA DE
[352, 353, 339, 339];[304, 110, 111, 305];-1;-1;DATA DE NASCIMENTO
368;206;16;114;08/10/2013
564;167;16;55;9 VIA
[608, 610, 592, 589];[630, 393, 393, 632];-1;-1;LEI Nº7 116 DE 29/08/83
537;458;12;253;MARTELLINI EBERTH NARGYLA
[574, 575, 560, 560];[632, 411, 411, 631];-1;-1;ASSINATURA DO DIRETOR
561;849;18;68;NH 19
[511, 511, 497, 498];[933, 900, 900, 935];-1;-1;CPF
483;705;19;162;351.409.037-84
[431, 431, 416, 416];[935, 822, 822, 934];-1;-1;DOC ORIGEM
[352, 353, 337, 338];[935, 801, 801, 936];-1;-1;NATURALIDADE
[236, 236, 219, 219];[935, 856, 856, 936];-1;-1;FILIAÇÃO
172;628;18;293;ROIHA BRODY STIEGELE
249;586;18;336;SABBATINI TIEKO BERGAME
288;509;18;411;CROSARA ALEXANDRITA CACILDA
366;809;16;113;FAINA-GO
405;515;18;280;C.NAS=10 LV=31 FL=214
440;754;23;164;CAPARAÓ-MG
