left;top;width;height;transcription
[761, 313, 312, 760];[722, 724, 702, 697];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
684;652;175;22;79.947.341-8
661;565;294;20;VERNA ECA BADAWI
607;484;346;18;MAHFUZ FUZINELLI BEHNING
570;440;379;19;KYU SCATAMBULO LUZETTI
694;360;257;18;CARAGUATATUBA-SP
538;319;293;19;C.NAS=55 LV=365 FL=240
627;276;322;23;ENGENHEIRO BELTRÃO-PR
727;235;173;19;767.700.777-52
874;145;72;19;NH 81
[642, 413, 414, 643];[103, 104, 123, 123];-1;-1;LEI Nº7 116 DE 29/08/83
417;168;304;14;MURARO CESTARI YASSUNAGA
[644, 430, 432, 643];[140, 142, 156, 155];-1;-1;ASSINATURA DO DIRETOR
[942, 908, 909, 941];[197, 197, 214, 213];-1;-1;CPF
[942, 815, 816, 943];[387, 389, 374, 373];-1;-1;NATURALIDADE
[945, 870, 870, 945];[516, 515, 500, 500];-1;-1;FILIAÇÃO
[947, 868, 868, 948];[657, 657, 644, 642];-1;-1;REGISTRO
[946, 893, 894, 950];[622, 622, 638, 638];-1;-1;GERAL
[946, 895, 895, 948];[600, 600, 585, 586];-1;-1;NOME
[475, 410, 410, 476];[660, 660, 644, 644];-1;-1;DATA DE
[473, 382, 385, 474];[624, 624, 643, 641];-1;-1;EXPEDIÇÃO
257;659;124;18;09/02/2004
255;364;114;19;16/12/1954
218;152;58;18;5 VIA
[941, 834, 834, 941];[302, 301, 285, 286];-1;-1;DOC ORIGEM
[340, 150, 150, 339];[390, 391, 377, 375];-1;-1;DATA DE NASCIMENTO
393;230;196;28;48000/6250
