left;top;width;height;transcription
[521, 525, 506, 503];[236, 600, 600, 235];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
462;165;14;104;54.418.427-0
[465, 465, 454, 453];[82, 127, 127, 81];-1;-1;GERAL
[480, 481, 468, 468];[82, 149, 148, 82];-1;-1;REGISTRO
[436, 437, 424, 424];[82, 124, 124, 82];-1;-1;NOME
398;85;16;319;KOIVISTO BARRETO MALVAO
[372, 372, 358, 358];[83, 144, 144, 83];-1;-1;FILIAÇÃO
331;90;14;306;SHYGEI BOLFARINE LISAUSKAS
296;88;18;262;LARICA NUBIA JOSIEL
[272, 274, 262, 261];[82, 189, 190, 82];-1;-1;NATURALIDADE
227;86;15;209;PORTO FERREIRA-SP
[207, 208, 196, 195];[84, 174, 174, 84];-1;-1;DOC ORIGEM
192;184;20;233;C.NAS=17 LV=445 FL=87
161;87;12;94;IBIMIRIM-PE
[140, 140, 128, 127];[86, 110, 110, 85];-1;-1;CPF
128;125;20;139;437.205.174-38
62;87;14;49;NH 48
[58, 60, 45, 42];[328, 516, 517, 328];-1;-1;LEI Nº7 116 DE 29/08/83
92;265;16;199;CIACCO LEZIO BONGERS
[72, 74, 86, 84];[329, 501, 500, 330];-1;-1;ASSINATURA DO DIRETOR
70;643;14;46;5 VIA
235;566;15;97;15/04/1977
[278, 279, 268, 266];[579, 729, 729, 579];-1;-1;DATA DE NASCIMENTO
465;566;14;96;05/04/2013
[486, 487, 473, 474];[468, 526, 525, 467];-1;-1;DATA DE
[458, 459, 474, 473];[468, 545, 544, 467];-1;-1;EXPEDIÇÃO
