left;top;width;height;transcription
33;265;22;431;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
80;622;20;166;38.341.052-6
80;788;15;87;REGISTRO
96;820;15;55;GERAL
134;824;15;53;NOME
156;397;22;484;TAMMONE CAMPANHAO ODILON
215;797;17;80;FILIAÇÃO
284;583;19;300;FREDERICO EICHINGER
[339, 335, 352, 355];[878, 749, 748, 878];-1;-1;NATURALIDADE
365;612;20;271;CASTANHEIRAS-RO
[421, 420, 434, 436];[876, 765, 764, 877];-1;-1;DOC ORIGEM
405;404;20;363;C.NAS=180 LV=224 FL=216
445;763;23;118;NIPOÃ-SP
[505, 505, 519, 519];[877, 843, 844, 877];-1;-1;CPF
488;661;20;176;216.130.675-85
541;762;9;124;QUATRO PONTES-PR
575;752;16;61;NH 81
549;398;15;268;FUCCHI MICHELLI BACARIN
[582, 580, 596, 597];[601, 385, 385, 600];-1;-1;ASSINATURA DO DIRETOR
[615, 610, 632, 633];[595, 373, 374, 595];-1;-1;LEI Nº7 116 DE 29/08/83
567;171;23;60;4 VIA
363;201;18;122;17/08/2006
[334, 335, 350, 349];[295, 103, 103, 297];-1;-1;DATA DE NASCIMENTO
74;200;18;121;28/04/2001
[75, 74, 90, 90];[420, 349, 349, 420];-1;-1;DATA DE
[106, 107, 91, 91];[420, 324, 324, 420];-1;-1;EXPEDIÇÃO
486;358;24;177;29121/5053
