left;top;width;height;transcription
293;61;464;23;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
254;93;168;21;95.623.270-6
103;95;87;17;REGISTRO
102;114;57;17;GERAL
101;160;55;18;NOME
101;219;81;20;FILIAÇÃO
107;244;275;26;ZUIN SYDNEI LA
107;287;280;23;MENGATTI PETER
101;336;136;19;NATURALIDADE
107;362;215;22;SOLEDADE-PB
102;425;115;17;DOC ORIGEM
98;515;35;19;CPF
152;514;188;19;254.234.382-92
179;146;417;19;IJICHI KIRSCHBAUER PICCININ
104;448;352;19;C.NAS=469 LV=174 FL=300
104;478;146;16;IPUEIRAS-CE
[408, 628, 628, 407];[597, 600, 585, 584];-1;-1;ASSINATURA DO DIRETOR
[400, 646, 646, 400];[629, 630, 611, 610];-1;-1;LEI Nº7 116 DE 29/08/83
758;96;113;16;06/12/1957
[597, 675, 672, 597];[98, 99, 115, 114];-1;-1;DATA DE
[600, 698, 696, 597];[132, 131, 114, 115];-1;-1;EXPEDIÇÃO
[914, 718, 720, 916];[342, 343, 360, 358];-1;-1;DATA DE NASCIMENTO
758;367;106;16;01/02/1950
