left;top;width;height;transcription
[281, 746, 746, 280];[61, 63, 41, 38];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[88, 172, 171, 87];[103, 104, 91, 91];-1;-1;REGISTRO
[88, 144, 143, 87];[122, 122, 109, 109];-1;-1;GERAL
[89, 140, 140, 88];[156, 157, 142, 143];-1;-1;NOME
202;94;125;16;37.547.054-2
701;96;114;17;27/11/1950
[581, 675, 675, 580];[124, 124, 107, 108];-1;-1;EXPEDIÇÃO
[580, 647, 646, 580];[91, 91, 106, 105];-1;-1;DATA DE
[718, 912, 911, 717];[352, 353, 339, 339];-1;-1;DATA DE NASCIMENTO
702;368;114;16;23/03/1989
800;564;55;16;2 VIA
[392, 629, 629, 390];[608, 610, 592, 589];-1;-1;LEI Nº7 116 DE 29/08/83
311;537;216;12;HERCULANO FAGA MARISE
[390, 611, 611, 391];[574, 575, 560, 560];-1;-1;ASSINATURA DO DIRETOR
105;561;68;18;NH 13
[89, 122, 122, 87];[511, 511, 497, 498];-1;-1;CPF
153;483;164;18;446.499.500-40
[87, 200, 200, 88];[431, 431, 416, 416];-1;-1;DOC ORIGEM
[87, 221, 221, 86];[352, 353, 337, 338];-1;-1;NATURALIDADE
[87, 166, 166, 86];[236, 236, 219, 219];-1;-1;FILIAÇÃO
101;172;447;18;FABRIZZIO LAROCCA CARAGELASCO
101;249;401;18;HEVERTON GRAZIANI CASTALDIM
103;288;324;18;LAUDISSI MELLEIRO ADONI
101;366;260;16;TENENTE PORTELA-RS
227;405;307;18;C.NAS=428 LV=292 FL=365
104;441;280;22;AMÉRICA DOURADA-BA
