left;top;width;height;transcription
498;230;18;367;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
456;157;19;146;19.947.000-5
467;76;13;69;REGISTRO
452;77;14;47;GERAL
422;76;14;44;NOME
390;77;18;221;FAGIAN MARTINES
356;77;15;62;FILIAÇÃO
257;77;14;106;NATURALIDADE
291;78;18;453;VERONESE MACHIAVELI CAPANEMA
226;76;18;177;MACHADOS-PE
192;76;13;92;DOC ORIGEM
154;77;23;169;VENTANIA-PR
124;76;13;26;CPF
62;75;16;64;NH 56
131;116;14;135;406.211.498-45
196;175;14;249;C.NAS=172 LV=425 FL=248
[52, 51, 36, 36];[316, 507, 507, 316];-1;-1;LEI Nº7 116 DE 29/08/83
[269, 268, 257, 257];[576, 728, 728, 575];-1;-1;DATA DE NASCIMENTO
229;554;15;95;15/03/1979
64;635;14;42;1 VIA
85;285;9;127;TAVELLA SEREN GAZ
[65, 64, 76, 76];[317, 491, 490, 317];-1;-1;ASSINATURA DO DIRETOR
456;554;18;124;26/04/1974
466;467;14;60;DATA DE
452;466;14;79;EXPEDIÇÃO
127;375;20;150;45832/6084
