left;top;width;height;transcription
[279, 740, 739, 279];[50, 59, 80, 73];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[89, 175, 175, 88];[88, 89, 104, 103];-1;-1;REGISTRO
[88, 145, 143, 87];[120, 119, 105, 105];-1;-1;GERAL
185;94;144;18;15.354.107-6
152;156;182;19;DONDON RAIS
[89, 138, 138, 88];[175, 177, 162, 161];-1;-1;NOME
[86, 163, 162, 86];[240, 241, 221, 221];-1;-1;FILIAÇÃO
89;246;367;20;MARLETA CANDOLO FARA
91;303;362;20;IHARA VAITKUNAS OCAM
[85, 217, 216, 84];[351, 354, 339, 335];-1;-1;NATURALIDADE
89;358;175;26;ÂNGULO-PR
[82, 201, 201, 82];[422, 424, 438, 438];-1;-1;DOC ORIGEM
86;442;126;24;UAUÁ-BA
152;505;197;20;338.146.919-38
[80, 117, 117, 80];[525, 526, 509, 507];-1;-1;CPF
211;417;413;23;C.NAS=498 LV=342 FL=134
[395, 613, 613, 394];[591, 594, 577, 576];-1;-1;ASSINATURA DO DIRETOR
761;566;62;19;8 VIA
774;375;125;19;27/01/1955
[730, 922, 921, 729];[344, 348, 364, 361];-1;-1;DATA DE NASCIMENTO
780;105;114;18;23/03/1961
[575, 650, 650, 576];[109, 111, 96, 95];-1;-1;DATA DE
[576, 675, 675, 575];[126, 127, 111, 110];-1;-1;EXPEDIÇÃO
370;527;328;20;MACHLINE ASAMI CERU
