left;top;width;height;transcription
[757, 288, 288, 760];[598, 602, 583, 575];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
715;542;114;15;09.276.634-1
547;494;305;18;WATANABE BOCCARDO F
[897, 955, 957, 897];[499, 497, 483, 485];-1;-1;NOME
[953, 857, 856, 954];[548, 550, 535, 532];-1;-1;REGISTRO
[953, 890, 893, 954];[518, 519, 534, 532];-1;-1;GERAL
[953, 869, 869, 954];[424, 426, 409, 406];-1;-1;FILIAÇÃO
625;397;326;20;PICOSSE ARAI WILKER
[950, 812, 813, 951];[310, 311, 296, 294];-1;-1;NATURALIDADE
781;282;170;14;CARUTAPERA-MA
[951, 951, 829, 829, 954];[232, 232, 232, 219, 218];-1;-1;DOC ORIGEM
693;175;260;20;C.NAS=354 LV=44 FL=156
555;207;396;27;CMC= DOIS CÓRREGOS-SP ,SEDE
394;99;304;15;GREGIO MICHELAZZO MATSUZ
[953, 915, 915, 953];[151, 152, 138, 137];-1;-1;CPF
817;117;134;14;236.176.524-17
229;293;98;15;29/08/2014
[324, 124, 123, 326];[318, 323, 305, 303];-1;-1;DATA DE NASCIMENTO
249;551;97;15;19/12/2015
[461, 384, 384, 464];[557, 557, 542, 541];-1;-1;DATA DE
[464, 355, 357, 462];[527, 527, 543, 543];-1;-1;EXPEDIÇÃO
[652, 391, 391, 647];[55, 55, 37, 34];-1;-1;LEI Nº7 116 DE 29/08/83
[637, 399, 399, 637];[81, 84, 66, 64];-1;-1;ASSINATURA DO DIRETOR
