left;top;width;height;transcription
33;265;22;431;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
80;623;20;166;92.096.080-7
80;788;15;87;REGISTRO
96;820;15;55;GERAL
134;824;15;53;NOME
156;529;23;352;TURRIN TRIVELIN MOTA
215;797;17;80;FILIAÇÃO
284;607;19;277;CHRISTINI RUSSAR IV
[339, 335, 352, 355];[878, 749, 748, 878];-1;-1;NATURALIDADE
359;690;26;193;QUISSAMÃ-RJ
[421, 420, 434, 436];[876, 765, 764, 877];-1;-1;DOC ORIGEM
405;421;20;346;C.NAS=10 LV=281 FL=400
450;662;18;219;SETE BARRAS-SP
[505, 505, 519, 519];[877, 843, 844, 877];-1;-1;CPF
488;662;20;175;906.157.621-07
540;826;10;60;GIRUÁ-RS
575;749;16;64;NH 82
549;360;15;306;FELIZOLA BARBUDO BENEDETI
[582, 580, 596, 597];[601, 385, 385, 600];-1;-1;ASSINATURA DO DIRETOR
[615, 610, 632, 633];[595, 373, 374, 595];-1;-1;LEI Nº7 116 DE 29/08/83
567;171;23;58;7 VIA
363;201;18;123;30/05/2018
[334, 335, 350, 349];[295, 103, 103, 297];-1;-1;DATA DE NASCIMENTO
74;197;18;124;22/12/2018
[75, 74, 90, 90];[420, 349, 349, 420];-1;-1;DATA DE
[106, 107, 91, 91];[420, 324, 324, 420];-1;-1;EXPEDIÇÃO
486;358;24;176;36204/2197
