left;top;width;height;transcription
[65, 72, 50, 43];[738, 272, 272, 736];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
82;698;18;137;84.128.364-3
[93, 93, 77, 77];[931, 844, 845, 929];-1;-1;REGISTRO
[112, 112, 97, 97];[931, 875, 877, 931];-1;-1;GERAL
[147, 151, 134, 134];[928, 874, 874, 928];-1;-1;NOME
[228, 229, 210, 210];[935, 853, 854, 936];-1;-1;FILIAÇÃO
240;570;20;368;CAMACHI SALVI BASSORA
280;503;20;432;SHAHINI CARNESECA PRICILA
[333, 335, 319, 318];[936, 796, 798, 937];-1;-1;NATURALIDADE
354;748;18;194;ITANHANDU-MG
[415, 416, 401, 399];[940, 821, 821, 940];-1;-1;DOC ORIGEM
[514, 515, 497, 497];[941, 903, 905, 941];-1;-1;CPF
550;887;16;60;NH 84
477;728;16;161;922.083.050-78
429;580;23;362;SALVADOR DAS MISSÕES-RS
397;466;21;346;C.NAS=42 LV=395 FL=443
362;189;20;98;01/04/1969
[343, 347, 331, 328];[327, 133, 133, 328];-1;-1;DATA DE NASCIMENTO
94;214;16;114;04/12/2003
[104, 105, 89, 89];[436, 364, 365, 440];-1;-1;DATA DE
[120, 123, 105, 104];[437, 338, 338, 439];-1;-1;EXPEDIÇÃO
160;639;22;295;TAH DOROTA PILAN
[613, 617, 598, 595];[641, 407, 407, 643];-1;-1;LEI Nº7 116 DE 29/08/83
549;415;15;310;PAULIELLO REFINETTI SAGARA
565;164;16;54;4 VIA
[586, 589, 574, 571];[643, 409, 410, 643];-1;-1;ASSINATURA DO DIRETOR
