left;top;width;height;transcription
[62, 76, 93, 81];[737, 278, 277, 738];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
103;678;20;158;24.785.863-8
[99, 99, 114, 113];[946, 861, 861, 947];-1;-1;REGISTRO
[130, 132, 117, 116];[946, 886, 890, 946];-1;-1;GERAL
[148, 151, 167, 163];[949, 894, 895, 948];-1;-1;NOME
178;413;26;521;UEZU ESPLUGUES GAILLARD
[225, 228, 244, 243];[949, 869, 870, 949];-1;-1;FILIAÇÃO
255;412;26;522;GARDIOLO JULYANE FIORESI
293;388;26;550;ANCELEVICZ WISNIEVSKI BOMB
[341, 346, 361, 357];[952, 816, 815, 949];-1;-1;NATURALIDADE
[420, 421, 438, 435];[951, 837, 837, 951];-1;-1;DOC ORIGEM
[498, 500, 516, 514];[949, 917, 918, 951];-1;-1;CPF
558;866;19;72;NH 71
481;691;20;200;291.940.404-00
435;722;26;218;ARAGUANÃ-TO
358;716;29;219;MORPARÁ-BA
[610, 618, 636, 629];[628, 392, 393, 632];-1;-1;LEI Nº7 116 DE 29/08/83
560;407;14;264;ZACARI ADELSON MACUCO
[594, 603, 586, 580];[630, 413, 414, 628];-1;-1;ASSINATURA DO DIRETOR
579;179;18;59;8 VIA
380;194;20;138;25/03/1951
[360, 366, 381, 375];[322, 126, 128, 322];-1;-1;DATA DE NASCIMENTO
402;394;25;419;C.NAS=325 LV=195 FL=303
[113, 110, 125, 128];[382, 456, 456, 384];-1;-1;DATA DE
[143, 147, 128, 125];[456, 360, 360, 456];-1;-1;EXPEDIÇÃO
115;195;20;140;17/01/1980
