left;top;width;height;transcription
[216, 582, 583, 216];[61, 72, 54, 44];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
130;77;137;18;39.891.943-4
[64, 130, 129, 61];[91, 93, 81, 80];-1;-1;REGISTRO
[63, 108, 107, 62];[106, 108, 96, 95];-1;-1;GERAL
[61, 104, 104, 61];[136, 137, 126, 125];-1;-1;NOME
51;141;377;24;POLEZEL DISCOLA PILIPCZ
[60, 122, 122, 59];[204, 204, 190, 191];-1;-1;FILIAÇÃO
50;209;426;20;MISSAWA FRUNGILLO DOUTEL
47;241;336;19;SANTOLIM TORGA ABON
47;307;222;18;CONSTANTINA-RS
[57, 164, 164, 57];[290, 293, 305, 302];-1;-1;NATURALIDADE
[56, 147, 146, 54];[368, 370, 357, 357];-1;-1;DOC ORIGEM
45;370;197;24;CUPARAQUE-MG
85;409;163;19;929.093.550-20
[54, 81, 81, 53];[438, 437, 426, 426];-1;-1;CPF
45;474;68;18;NH 85
[293, 481, 483, 292];[529, 534, 518, 515];-1;-1;LEI Nº7 116 DE 29/08/83
230;466;254;14;AREIAS CROCCI SAMANTA
[294, 468, 467, 293];[499, 504, 491, 487];-1;-1;ASSINATURA DO DIRETOR
601;488;56;16;4 VIA
529;314;112;21;16/11/1956
[555, 707, 707, 554];[303, 308, 321, 317];-1;-1;DATA DE NASCIMENTO
533;88;116;18;05/07/1979
[452, 509, 509, 451];[89, 91, 103, 101];-1;-1;DATA DE
[452, 529, 530, 451];[118, 120, 105, 104];-1;-1;EXPEDIÇÃO
147;345;309;19;C.NAS=175 LV=329 FL=85
