left;top;width;height;transcription
[596, 226, 226, 598];[507, 504, 523, 524];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
541;476;117;15;97.183.107-5
[757, 684, 684, 759];[491, 489, 477, 476];-1;-1;REGISTRO
[757, 707, 708, 758];[461, 460, 473, 473];-1;-1;GERAL
[757, 712, 713, 757];[421, 419, 435, 434];-1;-1;NOME
299;430;379;20;PATROCINIA PINHABEL CHIARANTANO
400;381;278;14;FACUNDO BROCATTO SHERFIS
[757, 689, 690, 757];[366, 366, 381, 380];-1;-1;FILIAÇÃO
425;326;314;15;BALARINI BENEDETTE FUENTES
607;298;72;12;PEREIRA
[755, 644, 644, 755];[275, 274, 289, 289];-1;-1;NATURALIDADE
540;257;215;17;TENENTE ANANIAS-RN
[757, 659, 659, 757];[211, 210, 194, 194];-1;-1;DOC ORIGEM
[757, 728, 728, 757];[134, 133, 120, 120];-1;-1;CPF
402;202;239;14;CACHOEIRA DOURADA-MG
298;174;342;19;CMC= RIBEIRÃO CORRENTE-SP ,SEDE
397;146;244;15;C.NAS=16 LV=373 FL=487
583;121;135;14;542.424.087-90
[511, 314, 314, 511];[37, 34, 50, 51];-1;-1;LEI Nº7 116 DE 29/08/83
[503, 318, 319, 504];[59, 57, 70, 70];-1;-1;ASSINATURA DO DIRETOR
255;88;167;9;FUSCHINI EDIMUNDO REDI
[259, 95, 95, 261];[288, 286, 273, 273];-1;-1;DATA DE NASCIMENTO
207;475;99;15;08/09/2005
[391, 308, 308, 391];[458, 458, 475, 473];-1;-1;EXPEDIÇÃO
[391, 328, 329, 390];[489, 489, 475, 474];-1;-1;DATA DE
191;254;116;18;26/07/1993
