left;top;width;height;transcription
[296, 762, 762, 298];[65, 72, 50, 43];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
199;82;137;19;34.087.090-4
[103, 190, 189, 105];[93, 93, 77, 77];-1;-1;REGISTRO
[103, 159, 157, 103];[112, 112, 97, 97];-1;-1;GERAL
[106, 160, 160, 106];[147, 151, 134, 134];-1;-1;NOME
[99, 181, 180, 98];[228, 229, 210, 210];-1;-1;FILIAÇÃO
96;240;316;21;QIYAN FREY GOLFETTI
100;280;296;20;NA ALESSA ISHISAKI
[98, 238, 236, 97];[333, 335, 319, 318];-1;-1;NATURALIDADE
93;349;171;23;PALMÁCIA-CE
[94, 213, 213, 94];[415, 416, 401, 399];-1;-1;DOC ORIGEM
[93, 131, 129, 93];[514, 515, 497, 497];-1;-1;CPF
87;550;60;16;NH 03
145;477;161;17;920.227.404-59
91;434;176;18;GOIATUBA-GO
222;397;363;21;C.NAS=280 LV=492 FL=266
747;362;98;20;28/11/1972
[707, 901, 901, 706];[343, 347, 331, 328];-1;-1;DATA DE NASCIMENTO
706;94;114;16;27/03/2008
[598, 670, 669, 594];[104, 105, 89, 89];-1;-1;DATA DE
[597, 696, 696, 595];[120, 123, 105, 104];-1;-1;EXPEDIÇÃO
99;160;495;22;WHITAKER CRESTANA REMORINI
[393, 627, 627, 391];[613, 617, 598, 595];-1;-1;LEI Nº7 116 DE 29/08/83
309;549;292;15;PALAURO FACHETTI URSCHEI
818;565;52;16;5 VIA
[391, 625, 624, 391];[586, 589, 574, 571];-1;-1;ASSINATURA DO DIRETOR
