left;top;width;height;transcription
[24, 20, 39, 43];[603, 230, 229, 603];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
69;548;15;125;63.350.953-6
[75, 74, 87, 88];[757, 692, 691, 758];-1;-1;REGISTRO
[102, 102, 89, 91];[757, 712, 713, 758];-1;-1;GERAL
[120, 119, 132, 132];[758, 715, 715, 758];-1;-1;NOME
130;470;21;283;EDNEI ANDREU SUAVINH
[185, 185, 202, 202];[757, 692, 693, 757];-1;-1;FILIAÇÃO
236;433;16;317;NISOMARA VERDELHO ARME
[287, 286, 298, 298];[755, 647, 648, 757];-1;-1;NATURALIDADE
302;616;16;131;TREVISO-SC
334;381;16;268;C.NAS=435 LV=470 FL=53
[354, 354, 365, 367];[754, 663, 663, 755];-1;-1;DOC ORIGEM
370;623;15;123;TUCANO-BA
404;570;17;137;199.559.124-64
[423, 423, 436, 436];[753, 727, 728, 754];-1;-1;CPF
445;389;11;185;PAINO TAKEUSHI MANHE
[479, 476, 464, 467];[508, 331, 332, 510];-1;-1;ASSINATURA DO DIRETOR
[493, 490, 505, 507];[509, 316, 316, 508];-1;-1;LEI Nº7 116 DE 29/08/83
470;689;15;58;NH 34
299;172;15;98;24/08/1963
[280, 279, 291, 293];[250, 93, 93, 250];-1;-1;DATA DE NASCIMENTO
65;168;15;104;11/05/2020
[71, 70, 83, 84];[365, 308, 308, 364];-1;-1;DATA DE
[99, 98, 82, 85];[363, 286, 286, 364];-1;-1;EXPEDIÇÃO
466;145;14;43;2 VIA
