left;top;width;height;transcription
[51, 62, 85, 72];[790, 318, 318, 792];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
101;716;24;176;02.277.451-8
[87, 89, 104, 101];[977, 891, 892, 979];-1;-1;REGISTRO
[120, 120, 105, 105];[980, 920, 921, 979];-1;-1;GERAL
[140, 142, 156, 155];[980, 924, 925, 981];-1;-1;NOME
175;474;26;521;COMODO HIDENORI KOICHIRO
[217, 219, 236, 236];[982, 901, 902, 982];-1;-1;FILIAÇÃO
257;570;28;421;NICHETTI ARIETA THE
299;424;27;569;BARCELLOS NAKAIMA KREMPI
[336, 341, 355, 352];[981, 844, 846, 982];-1;-1;NATURALIDADE
378;782;20;214;JACUTINGA-MG
[417, 420, 432, 431];[981, 867, 868, 983];-1;-1;DOC ORIGEM
422;452;23;413;C.NAS=225 LV=155 FL=279
456;767;24;229;GROSSOS-RN
[498, 500, 515, 514];[983, 950, 951, 985];-1;-1;CPF
496;729;23;212;176.551.038-44
573;918;22;82;NH 33
[582, 589, 603, 596];[686, 452, 453, 688];-1;-1;ASSINATURA DO DIRETOR
[613, 617, 637, 633];[682, 437, 438, 684];-1;-1;LEI Nº7 116 DE 29/08/83
595;214;19;65;7 VIA
390;230;23;152;07/12/1966
[354, 359, 373, 369];[343, 146, 147, 345];-1;-1;DATA DE NASCIMENTO
115;238;20;140;15/02/1952
[98, 101, 115, 113];[480, 405, 407, 481];-1;-1;DATA DE
[131, 134, 118, 114];[481, 381, 381, 480];-1;-1;EXPEDIÇÃO
