left;top;width;height;transcription
[279, 740, 739, 279];[50, 59, 80, 73];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[89, 175, 175, 88];[88, 89, 104, 103];-1;-1;REGISTRO
[88, 145, 143, 87];[120, 119, 105, 105];-1;-1;GERAL
184;94;145;18;50.778.209-4
152;156;187;20;HALLEY QUIAL
[89, 138, 138, 88];[175, 177, 162, 161];-1;-1;NOME
[86, 163, 162, 86];[240, 241, 221, 221];-1;-1;FILIAÇÃO
88;246;342;20;ANTUNES SABBATINI GU
90;303;372;20;JAHN KAJIKAWA TAHARA
[85, 217, 216, 84];[351, 354, 339, 335];-1;-1;NATURALIDADE
89;364;154;20;JAPIRA-PR
[82, 201, 201, 82];[422, 424, 438, 438];-1;-1;DOC ORIGEM
86;447;128;19;POTIM-SP
151;505;195;20;225.523.877-21
[80, 117, 117, 80];[525, 526, 509, 507];-1;-1;CPF
211;417;396;23;C.NAS=64 LV=325 FL=136
[395, 613, 613, 394];[591, 594, 577, 576];-1;-1;ASSINATURA DO DIRETOR
761;566;62;19;9 VIA
774;375;124;19;25/11/2012
[730, 922, 921, 729];[344, 348, 364, 361];-1;-1;DATA DE NASCIMENTO
782;105;114;18;17/01/1974
[575, 650, 650, 576];[109, 111, 96, 95];-1;-1;DATA DE
[576, 675, 675, 575];[126, 127, 111, 110];-1;-1;EXPEDIÇÃO
369;527;327;20;CARDEAL KATAGUIRI O
