left;top;width;height;transcription
[318, 790, 790, 316];[51, 62, 85, 72];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
217;101;175;22;73.365.179-3
[131, 217, 216, 129];[87, 89, 104, 101];-1;-1;REGISTRO
[128, 188, 187, 129];[120, 120, 105, 105];-1;-1;GERAL
[128, 184, 183, 127];[140, 142, 156, 155];-1;-1;NOME
113;170;497;36;MIYAOKA KOVACS BUSCHEL
[126, 207, 206, 126];[217, 219, 236, 236];-1;-1;FILIAÇÃO
116;257;490;29;CLARICE YAKUWA INADA
115;299;657;27;BREGAGNOLLO YAMACHI BIGARAN
[127, 264, 262, 126];[336, 341, 355, 352];-1;-1;NATURALIDADE
112;378;239;20;CAMPINORTE-GO
[127, 241, 240, 125];[417, 420, 432, 431];-1;-1;DOC ORIGEM
243;422;395;23;C.NAS=399 LV=11 FL=149
113;449;123;31;IRAÍ-RS
[125, 158, 157, 123];[498, 500, 515, 514];-1;-1;CPF
166;496;213;23;329.303.522-13
108;573;82;22;NH 29
[422, 656, 655, 420];[582, 589, 603, 596];-1;-1;ASSINATURA DO DIRETOR
[426, 671, 670, 424];[613, 617, 637, 633];-1;-1;LEI Nº7 116 DE 29/08/83
827;595;67;19;8 VIA
727;390;151;23;11/02/2010
[765, 962, 961, 763];[354, 359, 373, 369];-1;-1;DATA DE NASCIMENTO
729;115;141;20;20/04/2012
[628, 703, 701, 627];[98, 101, 115, 113];-1;-1;DATA DE
[627, 727, 727, 628];[131, 134, 118, 114];-1;-1;EXPEDIÇÃO
