left;top;width;height;transcription
[774, 312, 312, 777];[644, 638, 616, 624];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
734;589;136;20;37.875.370-8
[962, 877, 878, 962];[596, 595, 582, 583];-1;-1;REGISTRO
[963, 905, 906, 963];[565, 564, 578, 579];-1;-1;GERAL
[963, 909, 910, 964];[544, 544, 530, 530];-1;-1;NOME
700;513;271;18;FIRMINO ILDA BALBAO
[964, 885, 886, 969];[470, 469, 452, 452];-1;-1;FILIAÇÃO
561;432;411;19;BASSETTO HERCULES VAQUERO
671;396;301;18;BENETTON JEANE FALCE
[965, 830, 831, 965];[351, 349, 334, 336];-1;-1;NATURALIDADE
814;318;158;18;VARZEDO-BA
[965, 851, 851, 965];[273, 272, 257, 258];-1;-1;DOC ORIGEM
856;240;114;21;IRARÁ-BA
551;277;295;16;C.NAS=239 LV=372 FL=469
[336, 145, 145, 335];[342, 339, 325, 327];-1;-1;DATA DE NASCIMENTO
260;313;106;16;28/07/1998
250;581;114;21;23/04/1989
[470, 399, 399, 470];[591, 589, 576, 577];-1;-1;DATA DE
[470, 373, 374, 472];[559, 557, 574, 576];-1;-1;EXPEDIÇÃO
917;125;56;20;NH 71
[669, 430, 430, 671];[95, 92, 71, 75];-1;-1;LEI Nº7 116 DE 29/08/83
436;132;313;15;CHEQUETTO BRISO MORETTO
[668, 450, 450, 667];[110, 106, 123, 127];-1;-1;ASSINATURA DO DIRETOR
216;117;51;15;3 VIA
[966, 931, 930, 966];[178, 176, 193, 194];-1;-1;CPF
