left;top;width;height;transcription
36;220;18;367;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
77;515;19;148;45.633.969-3
72;672;13;69;REGISTRO
86;693;14;47;GERAL
116;697;14;44;NOME
144;511;18;230;GERUNDA NASTARI
181;678;15;62;FILIAÇÃO
281;634;14;106;NATURALIDADE
243;419;18;319;DRYZUN EGASHIRA TAMA
308;576;18;166;JACOBINA-BA
347;649;13;92;DOC ORIGEM
370;471;23;269;CÓRREGO FUNDO-MG
415;715;13;26;CPF
474;678;16;64;NH 76
407;566;15;135;542.566.101-03
338;415;18;227;C.NAS=89 LV=300 FL=30
[500, 501, 516, 516];[501, 310, 310, 501];-1;-1;LEI Nº7 116 DE 29/08/83
[283, 284, 295, 295];[241, 89, 89, 242];-1;-1;DATA DE NASCIMENTO
308;168;15;96;22/11/1974
474;140;14;43;4 VIA
458;377;9;155;DECHANDT RYOJI EMMILY
[487, 488, 476, 476];[500, 326, 327, 500];-1;-1;ASSINATURA DO DIRETOR
78;139;18;124;05/06/2010
72;290;14;60;DATA DE
86;272;14;79;EXPEDIÇÃO
405;292;25;149;24861/5277
