left;top;width;height;transcription
[778, 296, 297, 780];[635, 628, 606, 610];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[979, 890, 892, 980];[590, 588, 573, 574];-1;-1;REGISTRO
[980, 918, 920, 980];[556, 554, 571, 571];-1;-1;GERAL
730;582;137;18;89.833.703-3
[980, 924, 925, 981];[538, 535, 519, 522];-1;-1;NOME
565;500;404;19;BLUWOL BALBAO FIAMENGHI
[979, 901, 901, 981];[458, 456, 439, 441];-1;-1;FILIAÇÃO
592;420;379;19;CUPERTINO MOMOSE IRRAEL
638;379;327;19;DOMENE GIORGIO NERES
[982, 844, 844, 983];[338, 335, 321, 323];-1;-1;NATURALIDADE
576;305;395;23;SÃO SEBASTIÃO DO UATUMÃ-AM
527;263;317;22;CMC= WAGNER-BA ,SEDE
895;230;76;20;ITAÍ-SP
[981, 867, 867, 982];[257, 256, 242, 244];-1;-1;DOC ORIGEM
745;185;174;19;135.249.060-95
[983, 949, 950, 984];[177, 175, 158, 160];-1;-1;CPF
904;108;70;19;NH 88
564;108;187;12;ADINOLFI IBIRA CRAIG
[668, 442, 443, 667];[86, 83, 97, 100];-1;-1;ASSINATURA DO DIRETOR
[669, 424, 424, 671];[70, 66, 48, 50];-1;-1;LEI Nº7 116 DE 29/08/83
190;102;59;18;6 VIA
237;301;114;18;10/12/1963
[332, 130, 131, 334];[331, 329, 311, 317];-1;-1;DATA DE NASCIMENTO
224;578;122;19;15/10/2010
[473, 400, 401, 472];[584, 583, 567, 569];-1;-1;DATA DE
[471, 373, 374, 472];[550, 549, 566, 569];-1;-1;EXPEDIÇÃO
