left;top;width;height;transcription
[82, 89, 68, 62];[738, 282, 282, 736];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
103;667;18;136;46.255.211-1
[112, 114, 99, 98];[926, 833, 833, 926];-1;-1;REGISTRO
[129, 129, 114, 113];[927, 865, 865, 926];-1;-1;GERAL
[164, 164, 150, 149];[927, 873, 873, 929];-1;-1;NOME
179;560;20;366;PIMENTA BERNINI DEGAN
[241, 243, 228, 225];[928, 843, 843, 928];-1;-1;FILIAÇÃO
255;608;20;317;BRIZZI PELICANO OUKI
289;519;27;408;JIQUIRICA MOSCHIN VIZONA
[356, 359, 343, 341];[929, 789, 789, 929];-1;-1;NATURALIDADE
372;748;19;180;JANGADA-MT
[435, 437, 420, 419];[929, 808, 808, 930];-1;-1;DOC ORIGEM
449;538;22;388;C.NAS=184 LV=251 FL=489
[515, 515, 499, 499];[928, 891, 890, 930];-1;-1;CPF
533;772;13;164;SÃO BERNARDINO-SC
490;690;20;163;837.948.650-14
[593, 595, 580, 577];[635, 404, 404, 634];-1;-1;ASSINATURA DO DIRETOR
[625, 629, 608, 607];[631, 390, 390, 630];-1;-1;LEI Nº7 116 DE 29/08/83
574;224;16;61;NH 81
[120, 121, 105, 105, 119];[441, 369, 370, 444, 444];-1;-1;DATA DE
[134, 136, 119, 120];[445, 345, 345, 446];-1;-1;EXPEDIÇÃO
106;195;21;114;06/04/1980
382;171;16;114;05/02/1989
[366, 367, 352, 350];[310, 108, 109, 310];-1;-1;DATA DE NASCIMENTO
