left;top;width;height;transcription
[761, 313, 312, 760];[722, 724, 702, 697];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
683;652;176;22;50.788.738-4
568;565;387;20;CHUMA KARIME PETRONIO
628;484;325;18;OVALLE KINDER JAKOCIUK
612;440;343;19;ZALLA CICERI CHEOHEM
813;360;137;18;BURITIS-RO
538;319;293;19;C.NAS=93 LV=116 FL=370
768;276;181;18;PALMEIRAS-BA
727;235;175;19;301.774.525-28
871;145;75;19;NH 80
[642, 413, 414, 643];[103, 104, 123, 123];-1;-1;LEI Nº7 116 DE 29/08/83
482;167;238;15;TIEZZI DJAMILA CHARLIE
[644, 430, 432, 643];[140, 142, 156, 155];-1;-1;ASSINATURA DO DIRETOR
[942, 908, 909, 941];[197, 197, 214, 213];-1;-1;CPF
[942, 815, 816, 943];[387, 389, 374, 373];-1;-1;NATURALIDADE
[945, 870, 870, 945];[516, 515, 500, 500];-1;-1;FILIAÇÃO
[947, 868, 868, 948];[657, 657, 644, 642];-1;-1;REGISTRO
[946, 893, 894, 950];[622, 622, 638, 638];-1;-1;GERAL
[946, 895, 895, 948];[600, 600, 585, 586];-1;-1;NOME
[475, 410, 410, 476];[660, 660, 644, 644];-1;-1;DATA DE
[473, 382, 385, 474];[624, 624, 643, 641];-1;-1;EXPEDIÇÃO
257;659;122;18;11/01/1980
255;364;116;18;08/06/2020
218;152;59;18;8 VIA
[941, 834, 834, 941];[302, 301, 285, 286];-1;-1;DOC ORIGEM
[340, 150, 150, 339];[390, 391, 377, 375];-1;-1;DATA DE NASCIMENTO
393;230;195;28;06752/3830
